n.d=no determined,,CRUISE,YEAR,MONTH,Analyst,Mesh Size,TOTAL DENSITY,BIOMASS,ASH,COPEPODOS,CALANOIDS,CYCLOPOIDA,HAPARCTICOIDA,POECILOSTOMATOIDA,,L.FISH,H.FISH,CHAETOGNATHA,CLADOCEROS,OSTRACODA,FORAMINIFERA,AMPHIPODS,ISOPODS,EUPHAUSIIDS,MISYDACEA,SERGESTID,L.CRUSTACEA,N.COPEPOD,COPEPODITE,N.CIRRIPEDIA,L.CYPRIS,L.DECAPODA,L.STOMATOPODA,L.EUPHAUSIID,L.SERGESTID,,POLICHAETES,L.CYPHONAUTES,MEDUSA,SIPHONOPHORES,CTENOPHORES,L.ECHINODERMS,PTEROPODS,HETEROPODS,GASTROPODS,L.CEPHALOPODA,L.BIVALVE,L.GASTROPOD,PROTOZOAN,RADIOLARIAN,FORAMINIFERA,,,APPENDICULARIANS,SALPS,DOLIOLIDS,BIVALVES,H.CRUSTACEA,L.ANFIOXUS,LUCIFER,JUV. GASTROPOD,,,,,,,,
,,227,2016,2,Jaimie Rojas Marquez,200,373,13.6,7.7,185.8,102.6,38.8,1.4,43.0,,,,11.1,23.6,8.3,6.9,1.4,2.8,,,2.8,123.43,48.5,62.4,1.4,1.4,9.7,,,,,,,,2.8,,,,,,,,,6.9,,6.9,,,4.2,,,,,,,,,,,,,,,
,,228,2016,5,Jaimie Rojas Marquez,200,305,4.7,1.1,228.9,106.2,16.5,2.8,103.4,,2.8,,2.8,1.4,1.4,0.7,0.7,,,,2.8,62.05,9.7,48.3,,,4.1,,,,,,,,1.4,,,,,,,,,0.7,,0.7,,,,,,,,,,,,,,,,,,
,,229,2016,6,Jaimie Rojas Marquez,200,425,3.0,1.0,336.0,149.0,34.8,16.6,135.7,,,,13.2,,5.0,3.3,1.7,,,,,51.31,8.3,29.8,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230,2016,9,Jaimie Rojas Marquez,200,412,9.2,3.4,314.3,203.5,61.8,,49.1,,,3.6,14.5,,,9.1,,,,,,52.68,,47.2,,,5.5,,,,,,,,3.6,,,,,,,9.1,5.5,,,9.1,,,,,,,,,,,,,,,,,,
,,231,2016,12,Jaimie Rojas Marquez,200,216,4.1,0.9,38.8,23.2,,2.7,12.9,,,,,5.5,2.7,,1.4,,,,,164.18,3.4,136.3,,24.5,,,,,,,,,,,,,,,,3.4,5.5,,,,,,,,,,,,,,,,,,,,,
,,232,2017,1,Jaimie Rojas Marquez,200,759,3.1,0.7,268.6,211.5,31.7,8.5,16.9,,,,10.6,8.5,31.7,,,,,,4.2,403.96,19.0,253.8,,126.9,4.2,,,,,,,,,,,,,,,,,31.7,,31.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,71,2001,10,Javier Gutierrez,500,213,15.9,3.3,160.2,n.d.,n.d.,n.d.,n.d.,,1.4,6.4,7.8,3.9,1.6,,0.5,,,0.7,0.2,3.20,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,1.1,,2.5,1.1,0.2,,,,,,,,7.5,,3.4,,,9.36,1.83,,,,,,,,,,,,,,
,,72,2001,11,Javier Gutierrez,500,13,2.3,0.1,5.6,n.d.,n.d.,n.d.,n.d.,,0.5,0.3,1.3,0.0,0.3,,0.2,,0.2,,0.0,1.18,n.d.,n.d.,n.d.,n.d.,n.d.,0.04,n.d.,n.d.,,0.0,,0.1,0.0,0.8,,0.6,,,,,,,,1.2,,,0.52,0.52,,,,,,,,,,,,,,
,,73,2001,12,Javier Gutierrez,500,9,0.7,0.2,5.0,n.d.,n.d.,n.d.,n.d.,,0.1,0.7,0.6,,0.3,,0.2,,0.2,0.1,,0.33,n.d.,n.d.,n.d.,n.d.,n.d.,0.02,n.d.,n.d.,,0.0,,0.1,0.2,0.0,,0.1,,,,,,0.1,,0.3,,,0.22,0.03,,0.03,0.26,,,,,,,,,,,
,,74,2002,1,Javier Gutierrez,500,105,4.9,0.18,31.6,n.d.,n.d.,n.d.,n.d.,,0.5,1.5,2.2,45.9,1.0,0.7,0.4,n.d.,,0.2,,0.98,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.0,n.d.,0.6,0.1,0.4,,0.7,,n.d.,,,n.d.,0.2,,0.7,,,0.1,18.0,,0.0,0.3,,0.4,,,,,,,,,
,,75,2002,2,Javier Gutierrez,500,,,,,n.d.,n.d.,n.d.,n.d.,,,,,,,,,n.d.,,,,,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,,,n.d.,,,n.d.,,,,,,,,,,,,,,,,,,,,,
,,76,2002,3,Javier Gutierrez,500,29,5.47,0.77,18.9,n.d.,n.d.,n.d.,n.d.,,,0.7,0.5,,0.4,,0.2,n.d.,,,,0.80,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,1.6,,0.1,,0.1,,n.d.,,,n.d.,0.1,,,,,,2.2,,0.1,,,0.4,,,,,,,,,
,,77,2002,4,Javier Gutierrez,500,7,8.31,2.15,21.1,n.d.,n.d.,n.d.,n.d.,,,0.9,1.2,0.8,0.1,1.6,0.2,n.d.,,0.1,,0.72,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,1.1,0.6,0.2,,0.1,,n.d.,,,n.d.,,,1.6,,,0.2,0.3,,,,,0.1,,,,,,,,,
,,78,2002,5,Javier Gutierrez,500,96,1.31,0.09,4.6,n.d.,n.d.,n.d.,n.d.,,0.0,0.0,0.3,0.1,0.3,0.2,0.1,n.d.,,,,0.26,n.d.,n.d.,n.d.,n.d.,n.d.,0.03,n.d.,n.d.,,0.1,n.d.,0.1,0.0,0.3,0.0,,,n.d.,,,n.d.,,,0.2,,,0.2,0.2,,,,,,,,,,,,,,
,,79,2002,6,Javier Gutierrez,500,16,4.54,0.35,70.6,n.d.,n.d.,n.d.,n.d.,,1.3,0.4,6.8,0.3,3.0,1.6,0.7,n.d.,,,,2.14,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,1.5,0.7,1.3,,0.2,,n.d.,,,n.d.,0.1,,1.6,,,4.0,1.3,,,,,0.5,,,,,,,,,
,,80,2002,7,Javier Gutierrez,500,60,0.88,0.13,10.1,n.d.,n.d.,n.d.,n.d.,,0.1,0.0,0.4,3.6,0.1,0.4,0.0,n.d.,,,,1.15,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,0.1,,,0.0,,n.d.,,,n.d.,,,0.4,,,,0.0,,,,,0.2,,,,,,,,,
,,81,2002,8,Javier Gutierrez,500,143,1.28,0.31,34.4,n.d.,n.d.,n.d.,n.d.,,0.3,8.8,2.9,,0.2,2.6,1.9,n.d.,,2.0,,0.68,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,2.0,0.2,1.7,,0.5,,n.d.,,,n.d.,0.2,,2.6,,,1.2,0.9,,,,,,,,,,,,,,
,,82,2002,10,Javier Gutierrez,500,184,1.5,0.36,84.6,n.d.,n.d.,n.d.,n.d.,,4.5,3.0,2.7,1.2,2.1,28.4,2.1,n.d.,,,,4.48,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.3,n.d.,0.3,,0.6,,2.1,1.5,n.d.,,,n.d.,,,28.4,,,0.6,2.4,,0.9,,,1.2,,,,,,,,,
,,83,2002,11,Javier Gutierrez,500,47,3.33,1.06,34.0,n.d.,n.d.,n.d.,n.d.,,0.4,0.8,0.3,0.3,0.1,1.4,2.1,n.d.,,,,3.34,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.1,0.4,0.2,,0.8,,n.d.,,,n.d.,,,1.4,,,0.2,0.9,,,1.4,,0.4,,,,,,,,,
,,84,2002,12,Javier Gutierrez,500,41,1.9,0.51,17.1,n.d.,n.d.,n.d.,n.d.,,0.1,1.1,3.7,11.0,0.1,4.2,0.3,n.d.,,,,0.82,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,,,,,0.8,,n.d.,,,n.d.,,,4.2,,,0.1,1.8,,,,,,,,,,,,,,
,,85,2003,1,Javier Gutierrez,500,132,4.74,1.11,96.7,n.d.,n.d.,n.d.,n.d.,,1.6,0.7,3.3,1.3,,16.8,1.1,n.d.,,,,8.32,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.1,,0.5,0.4,,,n.d.,0.1,,n.d.,,,16.8,,,,1.0,,,,,0.2,,,,,,,,,
,,86,2003,2,Javier Gutierrez,500,57,8.74,3.2,43.3,n.d.,n.d.,n.d.,n.d.,,,,3.3,,1.0,,,n.d.,2.8,,,2.01,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,1.0,1.0,,,,,n.d.,,,n.d.,,,,,,,,,2.3,,,,,,,,,,,,
,,87,2003,3,Javier Gutierrez,500,79,11.38,4,63.4,n.d.,n.d.,n.d.,n.d.,,,0.4,2.5,1.0,0.2,,5.7,n.d.,,,,2.65,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.4,n.d.,0.6,,,,2.4,,n.d.,,,n.d.,,,,,,0.2,0.2,,,,,,,,,,,,,,
,,88,2003,4,Javier Gutierrez,500,107,8.42,2.3,74.2,n.d.,n.d.,n.d.,n.d.,,,,2.2,0.4,0.9,14.5,10.8,n.d.,1.1,0.5,,0.72,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.2,n.d.,0.7,,,,,,n.d.,0.5,,n.d.,,,14.5,,,,,,,,,0.2,,,,,,,,,
,,89,2003,5,Javier Gutierrez,500,88,6.03,0.98,63.9,n.d.,n.d.,n.d.,n.d.,,0.4,0.9,1.4,7.4,2.0,4.8,0.2,n.d.,,,,3.88,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.1,,,,1.8,,n.d.,,,n.d.,,,4.8,,,,0.8,,,0.2,,0.1,,,,,,,,,
,,90,2003,6,Javier Gutierrez,500,86,8.8,3,63.8,n.d.,n.d.,n.d.,n.d.,,0.3,0.5,2.2,0.2,1.3,9.5,1.3,n.d.,0.5,0.2,,4.76,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,0.3,,n.d.,0.5,,n.d.,,,9.5,,,,,,,,,0.6,,,,,,,,,
,,91,2003,7,Javier Gutierrez,500,65,5.25,1.98,49.3,n.d.,n.d.,n.d.,n.d.,,1.3,0.2,2.7,0.4,0.4,0.6,6.7,n.d.,1.7,,,1.25,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.2,0.2,,,,,n.d.,,,n.d.,,,0.6,,,,,,,,,,,,,,,,,,
,,93,2003,9,Javier Gutierrez,500,57,4.82,1.84,42.2,n.d.,n.d.,n.d.,n.d.,,0.4,0.8,1.6,0.3,1.6,3.8,1.9,n.d.,1.1,,,2.41,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.5,,,,0.4,,n.d.,,,n.d.,,,3.8,,,,,,,,,0.7,,,,,,,,,
,,94,2003,11,Javier Gutierrez,500,62,3.07,0.83,44.8,n.d.,n.d.,n.d.,n.d.,,0.4,0.2,3.2,0.4,0.5,3.5,5.6,n.d.,0.5,0.2,,2.12,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.2,,,0.2,,,n.d.,,,n.d.,,,3.5,,,,,,,,,,,,,,,,,,
,,95,2003,12,Javier Gutierrez,500,68,3.91,2.14,28.4,n.d.,n.d.,n.d.,n.d.,,0.4,0.6,2.2,5.4,2.4,22.0,1.2,n.d.,1.1,0.1,,0.59,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.9,,,0.1,0.5,,n.d.,,,n.d.,,,22.0,,,0.1,1.1,,,0.1,,0.7,,,,,,,,,
,,96,2004,1,Javier Gutierrez,500,74,2.83,0.6,52.9,n.d.,n.d.,n.d.,n.d.,,0.3,1.8,8.2,1.7,,0.5,1.1,n.d.,,,3.2,5.29,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,,0.2,n.d.,,,n.d.,2.3,,0.5,,,,,,,,,,,,,,,,,,
,,97,2004,2,Javier Gutierrez,500,35,3.31,1.14,22.3,n.d.,n.d.,n.d.,n.d.,,0.1,,2.5,0.7,4.3,1.4,0.8,n.d.,,,0.1,2.75,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,0.1,,,,,,n.d.,,,n.d.,,,1.4,,,,,,,,,,,,,,,,,,
,,98,2004,3,Javier Gutierrez,500,48,4.76,2.13,39.6,n.d.,n.d.,n.d.,n.d.,,0.7,0.3,0.9,1.6,0.3,0.3,,n.d.,,,0.4,2.44,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.3,,,,0.7,,n.d.,,,n.d.,,,0.3,,,,0.7,,,,,,,,,,,,,,
,,99,2004,4,Javier Gutierrez,500,77,10.59,4.36,69.1,n.d.,n.d.,n.d.,n.d.,,,0.5,4.3,,,0.5,0.3,n.d.,,,,1.34,n.d.,n.d.,n.d.,n.d.,n.d.,0.2,n.d.,n.d.,,,n.d.,0.5,,0.3,,,,n.d.,,,n.d.,,,0.5,,,,,,,,,,,,,,,,,,
,,100,2004,5,Javier Gutierrez,500,45,5.11,2.82,38.9,n.d.,n.d.,n.d.,n.d.,,0.4,,0.7,0.7,0.7,1.0,1.3,n.d.,,,,0.60,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,,,n.d.,,,n.d.,,,1.0,,,,,0.4,,,,,,,,,,,,,
,,101,2004,6,Javier Gutierrez,500,75,10.72,4.29,43.0,n.d.,n.d.,n.d.,n.d.,,1.3,7.2,1.4,,,2.9,10.4,n.d.,1.6,,,1.41,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.3,n.d.,0.4,1.3,,,0.1,,n.d.,,,n.d.,,,2.9,,,1.3,,2.4,,,,0.1,,,,,,,,,
,,102,2004,7,Javier Gutierrez,500,41,7.91,2.33,4.0,n.d.,n.d.,n.d.,n.d.,,0.7,0.6,,,,,7.6,n.d.,,,,0.64,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.2,n.d.,0.2,,,0.2,,,n.d.,,,n.d.,,,,,,,,,,,,0.1,,,,,,,,,
,,103,2004,8,Javier Gutierrez,500,55,8.86,2.95,44.9,n.d.,n.d.,n.d.,n.d.,,1.3,,0.6,0.6,1.0,0.9,3.7,n.d.,,,,1.63,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,,0.1,,,0.2,,n.d.,,,n.d.,,,0.9,,,,,,,,,0.4,,,,,,,,,
,,104,2004,9,Javier Gutierrez,500,74,3.24,1.05,52.0,n.d.,n.d.,n.d.,n.d.,,,0.7,4.2,2.2,0.3,3.8,2.2,n.d.,,,,3.74,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,0.7,,0.1,1.1,,n.d.,,0.1,n.d.,,,3.8,,,1.7,,0.5,,,,0.7,,,,,,,,,
,,105,2004,1,Javier Gutierrez,500,27,2.81,1.11,22.1,n.d.,n.d.,n.d.,n.d.,,0.2,0.2,0.5,0.1,0.2,2.1,0.2,n.d.,,,,1.04,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.1,0.1,,,0.2,,n.d.,,,n.d.,,,2.1,,,0.7,,0.1,,0.1,,,,,,,,,,,
,,106,2004,11,Javier Gutierrez,500,17,2.99,2.43,13.8,n.d.,n.d.,n.d.,n.d.,,0.1,0.1,0.7,0.1,,1.0,,n.d.,,,,0.59,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.1,0.1,,0.1,,,n.d.,,,n.d.,,,1.0,,,,,0.1,,,,,,,,,,,,,
,,107,2004,12,Javier Gutierrez,500,25,1.95,0.47,15.8,n.d.,n.d.,n.d.,n.d.,,0.2,2.4,2.2,0.5,,1.1,0.2,n.d.,,,,1.39,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.8,n.d.,,,,0.1,0.4,,n.d.,,,n.d.,,,1.1,,,0.1,0.1,0.1,,,,0.3,,,,,,,,,
,,108,2005,1,Javier Gutierrez,500,31,2.96,1.1,22.2,n.d.,n.d.,n.d.,n.d.,,0.3,1.1,1.6,0.4,3.2,0.1,0.4,n.d.,0.1,,,1.12,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,0.3,0.2,,,0.1,,n.d.,,,n.d.,,,0.1,,,,,,,,,0.3,,,,,,,,,
,,109,2005,2,Javier Gutierrez,500,42,7.09,1.64,38.0,n.d.,n.d.,n.d.,n.d.,,,,0.5,,0.9,,1.8,n.d.,0.4,,,0.48,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,,,,,,,n.d.,,,n.d.,,,,,,,,,,,,,,,,,,,,,
,,110,2005,3,Javier Gutierrez,500,51,5.97,2.03,41.9,n.d.,n.d.,n.d.,n.d.,,0.1,0.4,0.5,1.0,0.8,1.0,2.2,n.d.,0.1,,,2.15,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,0.1,,0.1,0.3,,n.d.,,,n.d.,,,1.0,,,,,0.3,,,,0.2,,,,,,,,,
,,111,2005,4,Javier Gutierrez,500,66,7.48,3.01,49.9,n.d.,n.d.,n.d.,n.d.,,,1.8,0.4,0.4,,2.7,2.2,n.d.,,,,7.60,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.4,,0.9,,0.4,,n.d.,,,n.d.,,,2.7,,,,,,,,,,,,,,,,,,
,,112,2005,5,Javier Gutierrez,500,65,6.4,2.02,59.2,n.d.,n.d.,n.d.,n.d.,,0.7,,1.9,,,,1.9,n.d.,,,,0.37,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,0.4,0.7,,n.d.,,,n.d.,,,,,,,,,,,,,,,,,,,,,
,,113,2005,6,Javier Gutierrez,500,62,6.04,2.53,54.3,n.d.,n.d.,n.d.,n.d.,,0.5,,1.0,0.5,0.5,,2.5,n.d.,,,,1.98,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,,,n.d.,,,n.d.,,,,,,0.5,,,,,,,,,,,,,,,
,,114,2005,7,Javier Gutierrez,500,50,3.07,1.66,4.5,n.d.,n.d.,n.d.,n.d.,,,1.2,0.7,0.5,1.7,2.4,1.3,n.d.,,,,0.82,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,,,n.d.,,,n.d.,,,2.4,,,,,0.5,,,,0.7,,,,,,,,,
,,115,2005,8,Javier Gutierrez,500,72,2.03,0.47,58.9,n.d.,n.d.,n.d.,n.d.,,0.8,1.1,0.8,1.3,1.5,1.0,3.9,n.d.,,,,1.50,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,,0.3,,n.d.,,,n.d.,,,1.0,,,,,0.3,,,,0.2,,,,,,,,,
,,117,2005,12,Javier Gutierrez,500,62,4.46,n.d.,48.2,n.d.,n.d.,n.d.,n.d.,,1.1,0.6,2.4,,2.1,2.1,,n.d.,,,,1.60,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.2,,3.7,0.1,,,n.d.,,,n.d.,,,2.1,,,,,,,,,0.5,,,,,,,,,
,,118,2006,1,Javier Gutierrez,500,66,7.5,3,59.0,n.d.,n.d.,n.d.,n.d.,,,,3.1,0.3,,0.6,1.4,n.d.,0.4,,,0.97,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.2,n.d.,0.2,,,,0.3,,n.d.,0.1,,n.d.,,,0.6,,,,,,,,,,,,,,,,,,
,,119,2006,2,Javier Gutierrez,500,55,10.45,5,47.4,n.d.,n.d.,n.d.,n.d.,,,0.9,1.1,1.3,,0.7,1.1,n.d.,,,,1.50,n.d.,n.d.,n.d.,n.d.,n.d.,0.1,n.d.,n.d.,,0.7,n.d.,,,,,,,n.d.,0.1,,n.d.,,,0.7,,,,0.3,,,,,0.5,,,,,,,,,
,,120,2006,3,Javier Gutierrez,500,75,12.62,5.38,64.5,n.d.,n.d.,n.d.,n.d.,,0.6,0.8,1.2,0.3,1.2,1.7,1.7,n.d.,0.2,,,1.65,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,0.4,,,,,n.d.,0.1,,n.d.,,,1.7,,,,,0.1,,,,0.7,,,,,,,,,
,,121,2006,4,Javier Gutierrez,500,91,7.23,2.14,81.0,n.d.,n.d.,n.d.,n.d.,,,0.8,2.4,0.7,1.5,1.7,0.8,n.d.,0.4,,,0.97,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,,,,0.3,0.8,,n.d.,,,n.d.,,,1.7,,,,,,,,,,,,,,,,,,
,,122,2006,5,Javier Gutierrez,500,28,7.97,0.4,23.2,n.d.,n.d.,n.d.,n.d.,,0.3,0.7,0.6,0.3,0.2,1.2,0.8,n.d.,,,,0.30,n.d.,n.d.,n.d.,n.d.,n.d.,0.2,n.d.,n.d.,,,n.d.,,,,,0.2,,n.d.,,,n.d.,,,1.2,,,,,,,,,0.2,,,,,,,,,
,,123,2006,6,Javier Gutierrez,500,28,2.53,,20.7,n.d.,n.d.,n.d.,n.d.,,0.4,0.7,0.7,,,1.1,0.8,n.d.,0.8,,,0.78,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,,0.1,,,0.1,,n.d.,,,n.d.,,,1.1,,,0.5,,0.8,,,,0.3,,,,,,,,,
,,124,2006,7,Javier Gutierrez,500,20,1.3,0.3,16.3,n.d.,n.d.,n.d.,n.d.,,0.4,0.4,0.4,0.1,0.2,0.4,1.0,n.d.,0.2,,,0.29,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.1,,,,,,n.d.,0.1,0.1,n.d.,,,0.4,,,,,,,,,0.2,,,,,,,,,
,,125,2006,8,Javier Gutierrez,500,60,8.4,n.d.,52.6,n.d.,n.d.,n.d.,n.d.,,0.4,,0.7,0.8,1.1,,2.1,n.d.,0.7,,,,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,,n.d.,0.4,,,,0.3,,n.d.,,0.1,n.d.,,,,,,,,,,,,0.4,,,,,,,,,
,,126,2006,9,Javier Gutierrez,500,37,10.5,n.d.,29.6,n.d.,n.d.,n.d.,n.d.,,0.3,0.6,0.3,1.0,0.4,0.5,0.8,n.d.,0.4,,,0.75,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,,0.1,n.d.,0.1,,,0.1,0.1,,n.d.,0.1,,n.d.,,,0.5,,,0.6,,0.1,,,,0.2,,,,,,,,,
,,127,2006,10,Luis Gonzalez,500,217,9.96,n.d.,148.7,n.d.,n.d.,n.d.,n.d.,,1.0,1.0,6.4,6.5,4.3,18.3,3.0,,0.4,,,4.56,,,,,,,,,,0.2,,0.1,1.2,,0.5,0.4,,,,,,,,18.3,,,4.0,1.2,2.0,,9.4,,4.3,,,,,,,,,
,,128,2006,11,Luis Gonzalez,500,81,3.25,n.d.,36.2,32.8,3.4,,,,0.5,,5.1,,1.0,26.4,1.2,,0.5,,,2.69,,,,,2.2,,0.5,,,,,,2.2,,0.5,1.0,,,,,,,,26.4,,,2.0,1.0,0.5,,,,,,,,,,,,,
,,129,2006,12,Luis Gonzalez,500,80,3.39,1.09,39.3,35.7,3.6,,,,,,3.0,0.3,0.6,16.5,1.7,,,,,2.75,,,,,0.8,,1.9,,,1.1,,0.3,1.1,,0.5,0.8,0.3,,,,,,0.6,16.5,,,5.5,4.9,0.8,,,,,,,,,,,,,
,,130,2007,2,Luis Gonzalez,500,97,9,5.01,43.7,38.9,4.9,,,,0.5,1.6,1.8,11.9,1.6,,4.3,,0.5,,1.6,4.86,0.5,1.1,0.5,,0.5,,1.6,0.5,,1.1,,0.5,3.2,,,1.1,,0.5,,,,,0.5,,,,1.1,3.8,3.2,,,,,,,,,,,,,
,,131,2007,3,Luis Gonzalez,500,175,9.65,5.02,146.1,145.0,1.1,,,,0.4,2.1,15.0,3.4,0.6,0.2,,,0.4,,,0.94,,0.2,,,,,0.8,,,0.4,,,0.9,,,0.2,,0.2,,,,,,0.2,,,3.2,0.4,0.6,,,,,,,,,,,,,
,,133,2007,5,Luis Gonzalez,500,145,9.11,3.36,95.4,86.2,9.1,,,,1.1,,6.6,,6.3,22.3,6.9,,0.6,,0.9,2.28,,,,,0.3,,1.7,0.3,,,,,0.6,,,,,,,,,,,22.3,,,0.9,,1.7,,,,,,,,,,,,,
,,134,2007,6,Luis Gonzalez,500,66,5.81,2.30,52.4,48.8,3.2,0.5,,,0.5,,1.8,,2.6,2.9,1.6,,1.1,,0.8,0.53,,,,,0.3,,0.3,,,,,,0.8,,,,,,,,,,,2.9,,,0.5,0.3,0.5,,,,,,,,,,,,,
,,135,2007,7,Luis Gonzalez,500,186,9.94,2.76,134.1,128.3,5.9,,,,,,1.7,1.7,2.1,3.4,10.9,,,,16.8,13.83,0.8,,0.4,,6.3,,1.7,4.6,,,,,,,,0.8,,,,,,,,3.4,,,0.4,,,,,,,,,,,,,,,
,,136,2007,8,Luis Gonzalez,500,194,10.19,3.00,143.5,121.8,21.4,0.4,,,1.1,0.4,8.1,1.1,2.6,7.4,,,0.7,,3.0,16.23,,8.1,,,1.8,,5.5,0.7,,0.4,,,0.4,,,0.4,,,,,,,,7.4,,,8.9,,0.4,,,,,,,,,,,,,
,,138,2007,10,Luis Gonzalez,500,22,1.66,0.39,7.2,2.3,5.0,,,,0.2,,2.9,0.2,0.6,3.9,0.2,,,,0.2,0.48,,,,,,,0.3,0.3,,,,,0.2,,0.5,1.5,,,,0.2,,,0.2,3.9,,,1.8,0.2,1.5,,,,,,,,,,,,,
,,140,2007,12,Luis Gonzalez,500,41,3.66,1.05,36.3,35.3,1.0,,,,0.1,,0.7,0.1,0.2,0.3,0.2,,,,0.4,0.69,,,,,0.5,,0.2,,,0.1,,,0.6,,,0.4,,,,,,,,0.3,,,0.2,0.5,,,,,,,,,,,,,,
,,141,2008,1,Luis Gonzalez,500,118,11.06,4.14,74.5,68.2,6.3,,,,0.4,1.6,9.5,0.8,2.8,12.6,2.4,,0.6,,,0.20,,7.1,,,0.2,,,,,,,0.4,1.0,,0.2,2.0,,,,,,,0.6,12.6,,,,,2.0,,,,,,,,,,,,,
,,142,2008,2,Luis Gonzalez,500,180,10.99,4.12,159.3,158.2,1.1,,,,,0.3,5.9,0.1,2.5,3.9,1.5,,0.4,,0.4,1.79,,,,,1.0,,0.8,,,0.1,,0.3,1.7,,0.4,0.3,,,,,0.3,,,3.9,,,0.3,0.4,,,,,,,,,,,,,,
