unlimited,year,ISO_DateTime_UTC,ISO_DateTime_local,month,day,hour,Date,decimal_year,Longitude,Latitude,Cruise_number,Cruise_Leg,Station,Cast_number,Biogeochemical_Cruise_ID,Core_CARIACO_ID,Notes,Comments,Depth,Corrected_Depth,Winkler_O2_avg,Winkler_O2_flags,NO3,NO2,NH4,PO4,H2S,H2S_comment,CH4,CH4_comment,Acetate,Propionate,Incorporation_Acetate_Uptake_rate_constant,Respiration_Acetate_Uptake_rate_constant,Total_Acetate_uptake_rate_constant,Sulfite,SD_Sulfite,Thiosulfate,SD_Thiosulfate,Particulate_Elemental_sulfur,SD_Particulate_Elemental_sulfur,Particulate_element_sulfur_flags,Total_zero_valent_sulfur,SD_Total_zero_valent_sulfur,Total_zero_valent_Sulfur_flags,Total_Prokaryote_Cell_Density,SD_Total_Prokaryotes,Total_Prokaryote_Biomass_Estimates,SD_Prokaryote_Biomass_Estimates,Cyanobacteria,SD_Cyanobacteria,Methanogens,SD_Methanogens,Flagellated_Protists,SD_Flagellated_Protists,Ciliated_Protists,SD_Ciliated_Protists,Viral_Like_Particles_VLP,SD_Viral_Like_Particles_VLP,Heterotrophic_Bacterial_Production,SD_Heterotrophic_Bacterial_Production,Dark_carbon_fixation_rate,SD_Dark_carbon_fixation_rate,dissolved_Mn,SD_dissolved_Mn,dissolved_Fe,SD_dissolved_Fe
486,2006,2006-01-15 02:05:00,2006-01-14 22:05:00,1,14,,b'2006-01-14',2006.0355,-64.668,10.495999999999999,118,2,CAR,2,CAR-118-A,93HG_118-A,Cast 2: 14 Jan 2006; 2205 in water; 2241 on deck,nan,225,226.0,12.031601167231376,,7.866001964372139,0.0242486850593391,1.6411873899778882,1.7991939311895524,0.54,a,0.02,n.f.,,,,,,0.3200750384044816,0.12065471021984975,0.024072377903624667,0.005605326370986557,0.10959176554374817,0.06626445783138532,n.f.,,,n.f.,349806665.5114973,104941999.65344921,12.039304842591028,3.6117914527773087,,,,,,,,,,,0.23,0.01,0.29,0.23,10.359447543586553,10.09028092744053,32.169442637914536,49.293383795540684
487,2006,2006-01-15 02:05:00,2006-01-14 22:05:00,1,14,,b'2006-01-14',2006.0355,-64.668,10.495999999999999,118,2,CAR,2,CAR-118-A,93HG_118-A,Cast 2: 14 Jan 2006; 2205 in water; 2241 on deck,nan,240,240.0,2.5173843757662286,,3.362237207892081,0.03795898926417858,0.1284112274828022,1.4922946854856465,0.47,a,0.01,a,,,,,,1.3606368873353407,0.3833646378146293,0.3640439986495298,0.13220965680975627,0.3810323886732902,0.2906250260482251,n.f.,,,n.f.,350835508.6453546,93624725.18101841,12.074714562716295,3.2222845313993638,,,,,,,,,,,0.29,0.03,0.22,0.16,166.07582182440842,12.135774948299881,51.029233868781894,75.88171656507997
488,2006,2006-01-15 02:05:00,2006-01-14 22:05:00,1,14,,b'2006-01-14',2006.0355,-64.668,10.495999999999999,118,2,CAR,2,CAR-118-A,93HG_118-A,Cast 2: 14 Jan 2006; 2205 in water; 2241 on deck,nan,255,255.0,2.512774446240578,,0.2828868978061875,0.03552325898076166,0.2258254524779928,0.587743717561925,0.65,n.f.,0.09,c,,,,,,0.9863596381825972,0.17583312220239514,0.2746926805921265,0.06807016610405668,0.3153951663481065,0.3455627186287699,n.f.,,,n.f.,707844076.0938535,119345803.527452,25.2289138507752,4.253712219026051,,,,,,,,,,,0.26,0.05,0.54,0.27,306.38142537359903,1.6105688820854784,83.55901084183674,50.42586439834821
489,2006,2006-01-15 06:30:00,2006-01-15 02:30:00,1,15,,b'2006-01-15',2006.0383,-64.669,10.498,118,2,CAR,3,CAR-118-A,93HG_118-A,Cast 3: 15 Jan 2006; 0230 in water; 0340 on deck,nan,330,331.0,,,0.0,0.0,4.183050097826467,2.763387800733583,6.36,d,1.26,n.f.,,,,,,0.33356983599316675,0.2784628000440532,0.17695788278227031,0.09457767985334056,0.07021710301639977,0.010935312639254985,a,,,n.f.,534998429.60581934,251037724.66119212,19.06836511977196,8.947463633123764,,,,,,,,,,,0.08,0.01,0.32,0.08,656.9705928229666,17.034766149561868,243.35098809523808,11.260860685028794
490,2006,2006-01-15 06:30:00,2006-01-15 02:30:00,1,15,,b'2006-01-15',2006.0383,-64.669,10.498,118,2,CAR,3,CAR-118-A,93HG_118-A,Cast 3: 15 Jan 2006; 0230 in water; 0340 on deck,nan,360,361.0,,,0.09324498340113888,0.0,5.580127906681132,2.8662954453453184,6.97,c,1.75,n.f.,,,,,,0.646705248468295,0.3824043847908489,0.42113507524328825,0.2347248083137221,0.04564691358572765,0.014490251003140185,a,,,n.f.,769574664.1252941,251037724.66119212,27.429109826133505,8.947463633123762,,,,,,,,,,,0.03,0.02,0.77,0.16,796.693420478469,5.646678813755339,338.12150396825393,55.60642270386567
491,2006,2006-01-15 06:30:00,2006-01-15 02:30:00,1,15,,b'2006-01-15',2006.0383,-64.669,10.498,118,2,CAR,3,CAR-118-A,93HG_118-A,Cast 3: 15 Jan 2006; 0230 in water; 0340 on deck,nan,400,401.0,,,0.1408565195069365,0.0,7.784382213611938,2.961272359722791,10.27,n.f.,2.55,n.f.,,,,,,,,,,,,n.f.,,,n.f.,805584173.8103012,144038038.74002832,28.712557478425847,5.133790609169371,,,,,,,,,,,0.02,0.01,0.17,0.13,693.2168815789474,35.24726357324105,324.57276587301584,136.6346978973218
492,2006,2006-01-15 06:30:00,2006-01-15 02:30:00,1,15,,b'2006-01-15',2006.0383,-64.669,10.498,118,2,CAR,3,CAR-118-A,93HG_118-A,Cast 3: 15 Jan 2006; 0230 in water; 0340 on deck,nan,500,503.0,,,0.08288133300721638,0.0,12.560164337244878,3.1632682819477678,17.16,c,4.47,n.f.,,,,,,,,,,,,n.f.,,,n.f.,514421566.92867243,156384156.34631643,24.73663731438269,7.519937743572338,,,,,,,,,,,0.01,0.01,0.26,0.19,666.2907714354067,27.72675693194523,287.391130952381,19.010212258809528
493,2006,2006-01-15 06:30:00,2006-01-15 02:30:00,1,15,,b'2006-01-15',2006.0383,-64.669,10.498,118,2,CAR,3,CAR-118-A,93HG_118-A,Cast 3: 15 Jan 2006; 0230 in water; 0340 on deck,nan,900,901.0,,,0.08710142536306678,0.0,23.688416934619237,3.7115293429588143,51.87,n.f.,14.46,n.f.,,,,,,,,,,,,n.f.,,,n.f.,372441214.4563589,65537307.62671288,17.90932541561307,3.1514475938523536,,,,,,,,,,,0.01,0.01,0.11,0.15,488.8539428708135,1.073493517041942,86.42666269841268,60.13843842324709
494,2006,2006-01-15 06:30:00,2006-01-15 02:30:00,1,15,,b'2006-01-15',2006.0383,-64.669,10.498,118,2,CAR,3,CAR-118-A,93HG_118-A,Cast 3: 15 Jan 2006; 0230 in water; 0340 on deck,nan,1300,1301.0,,,0.1817235050663573,0.0,27.38292614963684,3.8988022114592735,62.9,n.f.,16.11,n.f.,,,,,,,,,,,,n.f.,,,n.f.,322027900.89734894,98151634.96999072,15.485134958803561,4.719750399584217,,,,,,,,,,,0.01,0.01,0.09,0.09,468.32719913875604,29.27404278027711,10.164698412698405,0.0
495,2006,2006-01-16 07:37:00,2006-01-16 03:37:00,1,16,,b'2006-01-16',2006.041,-64.768,10.66,118,2,B,1,CAR-118-B,93HG_118-B,Cast 1: 16 Jan 2006: 0337 in water; 0423 on deck,nan,235,235.0,,,1.2624502994227589,0.013047383689780557,0.2351800932359753,1.7747193573756956,0.4376167965833335,a,0.08590248796776538,n.f.,,,,,,0.5115580071288596,0.1440290344435092,0.13756541696756605,0.04752715835554689,,,n.f.,,,n.f.,429285675.40366316,100550064.90997024,14.774735933590753,3.460634123776177,,,,,,,,,,,0.4088086672474002,0.19756631033086453,1.63,0.3,,,,
496,2006,2006-01-16 07:37:00,2006-01-16 03:37:00,1,16,,b'2006-01-16',2006.041,-64.768,10.66,118,2,B,1,CAR-118-B,93HG_118-B,Cast 1: 16 Jan 2006: 0337 in water; 0423 on deck,nan,250,250.0,2.178668641753432,,0.05688181562996158,0.0,0.5465943436148439,1.6234548634936434,0.2824922875875001,a,0.18189559888603968,n.f.,,,,,,0.198735150107518,0.12287699332920375,0.05123645627734031,0.03377119475282582,,,n.f.,,,n.f.,716845457.9707103,316732763.9311092,25.54974028074598,11.288960217103472,,,,,,,,,,,0.3748921366771361,0.02415737805387817,1.1,0.42,,,,
497,2006,2006-01-16 07:37:00,2006-01-16 03:37:00,1,16,,b'2006-01-16',2006.041,-64.768,10.66,118,2,B,1,CAR-118-B,93HG_118-B,Cast 1: 16 Jan 2006: 0337 in water; 0423 on deck,nan,265,265.0,,,0.053417517917048934,0.0,1.8261985965136651,2.3892205070380284,0.5758211846000002,a,0.3235311648271559,n.f.,,,,,,0.2950586552880697,0.2023420552398557,0.08693223673027554,0.07612461611373798,,,n.f.,,,n.f.,192277076.8355057,76853584.61293574,6.853121995074334,2.739208437008851,,,,,,,,,,,0.9698836589263669,0.5252029997562113,7.46,2.5,,,,
498,2006,2006-01-16 07:37:00,2006-01-16 03:37:00,1,16,,b'2006-01-16',2006.041,-64.768,10.66,118,2,B,1,CAR-118-B,93HG_118-B,Cast 1: 16 Jan 2006: 0337 in water; 0423 on deck,nan,275,276.0,,,0.0726021731739859,0.0,2.526023103089736,2.556983427569584,2.158750099458333,d,0.5053126027551263,n.f.,,,,,,1.4112803213131482,0.3274219119064097,1.0310793182029478,0.3813879510289567,,,n.f.,,,n.f.,193418187.0837876,92127376.33634754,6.893793342226112,3.2835955253222764,,,,,,,,,,,0.5661937627698665,0.1375434372013091,8.02,0.55,,,,
499,2006,2006-01-16 07:37:00,2006-01-16 03:37:00,1,16,,b'2006-01-16',2006.041,-64.768,10.66,118,2,B,1,CAR-118-B,93HG_118-B,Cast 1: 16 Jan 2006: 0337 in water; 0423 on deck,nan,300,302.0,,,0.0443873223619574,0.0,3.6847103508981234,2.6207343749963634,4.755117369541668,n.f.,0.9220097937664352,n.f.,,,,,,2.4656604134442794,0.3546784210750785,1.5197045675493737,0.316961428445677,,,n.f.,,,n.f.,172878202.61471283,209970487.2784211,6.161709093494134,7.4837489125927235,,,,,,,,,,,0.6512194096615486,0.21766348753855905,3.37,3.99,,,,
500,2006,2006-01-16 07:37:00,2006-01-16 03:37:00,1,16,,b'2006-01-16',2006.041,-64.768,10.66,118,2,B,1,CAR-118-B,93HG_118-B,Cast 1: 16 Jan 2006: 0337 in water; 0423 on deck,nan,650,651.0,,,0.07519433991074308,0.0,19.155617846417407,3.4112635829465563,43.5925086082375,c,9.465478386124929,n.f.,,,,,,2.3366159927613803,0.1715352095541595,2.840816333310648,0.2705630574073237,,,n.f.,,,n.f.,,,,,,,,,,,,,,,0.07639614362376977,0.08729655157498092,0.65,0.21,,,,
501,2006,2006-01-16 11:48:00,2006-01-16 07:48:00,1,16,,b'2006-01-16',2006.041,-64.767,10.664000000000001,118,2,B,2,CAR-118-B,93HG_118-B,Cast 2: 16 Jan 2006;0748 in water; 0831 on deck,nan,50,51.0,135.056644262105,,6.9687229227115886,0.1846540332686397,0.12131641816386575,0.4402796072884652,,n.f.,0.024636475173508143,n.f.,,,,,,1.7735501379497043,0.3908839219033231,0.8938418128845041,0.3132110305885337,,,n.f.,,,n.f.,150455386.23597288,57374730.8742652,4.908823459302598,1.8719331486414224,,,,,,,,,,,1.1192412497252195,0.3118690645391455,2.55,0.95,,,,
502,2006,2006-01-16 11:48:00,2006-01-16 07:48:00,1,16,,b'2006-01-16',2006.041,-64.767,10.664000000000001,118,2,B,2,CAR-118-B,93HG_118-B,Cast 2: 16 Jan 2006;0748 in water; 0831 on deck,nan,190,189.0,73.90480403699982,,8.998039344263045,0.010397942968860702,0.045294220500467615,1.2176333353539328,,n.f.,0.02093209697984681,n.f.,,,,,,1.111037065962987,0.3114112097505208,0.4645107134601036,0.21176775371778184,,,n.f.,,,n.f.,653856172.2655475,315577040.2471256,22.50378439645801,10.861222965269334,,,,,,,,,,,0.3646823405340292,0.15564802104988607,1.75,0.44,,,,
503,2006,2006-01-16 11:48:00,2006-01-16 07:48:00,1,16,,b'2006-01-16',2006.041,-64.767,10.664000000000001,118,2,B,2,CAR-118-B,93HG_118-B,Cast 2: 16 Jan 2006;0748 in water; 0831 on deck,nan,220,220.0,1.3031188333138997,,3.159749568181552,0.02812711865670502,0.05475484150123844,1.810296258283572,0.2308614899000004,a,0.02062893879679315,n.f.,,,,,,1.3399649771468487,0.041704605040746766,0.7294317256144202,0.0957183945286746,,,n.f.,,,n.f.,263596467.35312653,115313048.13358352,9.072206275011867,3.968732090277893,,,,,,,,,,,0.4062241056031633,0.0823103966864368,1.06,0.47,,,,
504,2006,2006-01-16 11:48:00,2006-01-16 07:48:00,1,16,,b'2006-01-16',2006.041,-64.767,10.664000000000001,118,2,B,2,CAR-118-B,93HG_118-B,Cast 2: 16 Jan 2006;0748 in water; 0831 on deck,nan,330,331.0,,,0.07661094521511083,0.0,5.612598397135249,2.8163809460580134,5.124739382158334,n.f.,1.146590599916573,n.f.,,,,,,0.9904297636664048,0.3025451155020356,0.2964936384473931,0.11020468715112036,,,n.f.,,,n.f.,210192507.733532,125601387.21984096,7.491662145357223,4.476673161120124,,,,,,,,,,,0.16971756802980478,0.007910596985690209,0.47,0.29,,,,
505,2006,2006-01-16 11:48:00,2006-01-16 07:48:00,1,16,,b'2006-01-16',2006.041,-64.767,10.664000000000001,118,2,B,2,CAR-118-B,93HG_118-B,Cast 2: 16 Jan 2006;0748 in water; 0831 on deck,nan,360,361.0,,,0.03132546965609395,0.0,4.22523164307807,2.740067349899148,7.7264172846833326,n.f.,1.8728713517029827,n.f.,,,,,,0.9867450566509444,0.22880303407526886,0.3733409509865249,0.11541687237946413,,,n.f.,,,n.f.,129044685.03396992,61619953.40722438,4.5993988670335035,2.1962527461959294,,,,,,,,,,,0.047374727270540234,0.046958813516159686,0.53,0.28,,,,
506,2006,2006-01-16 11:48:00,2006-01-16 07:48:00,1,16,,b'2006-01-16',2006.041,-64.767,10.664000000000001,118,2,B,2,CAR-118-B,93HG_118-B,Cast 2: 16 Jan 2006;0748 in water; 0831 on deck,nan,450,451.0,,,0.1126391242565838,0.0,8.436793569712412,2.9861036865073887,,n.f.,3.1069855607889707,n.f.,,,,,,1.4595460025955422,0.02374659693662986,0.7235534808268062,0.04376405506446671,,,n.f.,,,n.f.,116050912.25027259,42409760.495964624,4.136276005335668,1.5115648066013276,,,,,,,,,,,0.036606439524776296,0.02580293183516435,0.71,0.28,,,,
507,2006,2006-01-15 17:20:00,2006-01-15 13:20:00,1,15,,b'2006-01-15',2006.0383,-65.587,10.667,118,2,C,1,CAR-118-C,93HG_118-C,Cast 1: 15 Jan 2006; 1320 in water; 1358 on deck,nan,205,205.0,11.237136450689206,,8.048110305752438,0.00869568710052805,0.3970696180785789,1.7417288898146424,0.3686016460499999,a,0.014871851620564962,a,,,,,,0.7339401178686225,0.3407175616227074,0.15142494552170274,0.11772333325072705,,,n.f.,,,n.f.,192507619.74608344,62326459.91316589,6.625539611304287,2.1450913451203832,,,,,,,,,,,0.0749275597680334,0.010307643228482495,0.25,0.25,,,,
508,2006,2006-01-15 17:20:00,2006-01-15 13:20:00,1,15,,b'2006-01-15',2006.0383,-65.587,10.667,118,2,C,1,CAR-118-C,93HG_118-C,Cast 1: 15 Jan 2006; 1320 in water; 1358 on deck,nan,220,221.0,6.159699750164861,,5.797208369904893,0.0028815429810304565,0.20975415117121127,1.7826697316252624,0.3341811142583335,a,0.007252306892412706,a,,,,,,0.7739006636656324,0.4748000371829837,0.12495276701894326,0.11546095886521933,,,n.f.,,,n.f.,413103539.8821648,152272254.25198424,14.217794966606707,5.240758020798523,,,,,,,,,,,0.05507560463205069,0.00853881774523807,0.2,0.15,,,,
509,2006,2006-01-15 17:20:00,2006-01-15 13:20:00,1,15,,b'2006-01-15',2006.0383,-65.587,10.667,118,2,C,1,CAR-118-C,93HG_118-C,Cast 1: 15 Jan 2006; 1320 in water; 1358 on deck,nan,230,231.0,2.1174743725610465,,3.9050146362366718,0.009924840384344907,0.2573073180708134,1.7147955628869564,0.4030802068250001,a,0.01817638095265453,a,,,,,,0.9940038553404004,0.5729259925536189,0.212968383758864,0.1167687486835314,,,n.f.,,,n.f.,219910839.6387643,51381037.29877671,7.568676922521977,1.7683824585331722,,,,,,,,,,,0.13212209321640175,0.001309254626438522,0.39,0.11,,,,
510,2006,2006-01-15 17:20:00,2006-01-15 13:20:00,1,15,,b'2006-01-15',2006.0383,-65.587,10.667,118,2,C,1,CAR-118-C,93HG_118-C,Cast 1: 15 Jan 2006; 1320 in water; 1358 on deck,nan,240,240.0,2.2265530973807026,,1.076531538074451,0.13452680355055707,0.6650469841621978,1.0749659766934063,0.3686016460499999,a,0.04485243837322024,d,,,,,,1.1754766986615408,0.12354749318273267,0.0984574451450576,0.05447979358503702,,,n.f.,,,n.f.,383645078.4975328,124076732.46303672,13.203922357047686,4.270352035204463,,,,,,,,,,,0.10919367566913199,0.04844373976882113,0.07,0.08,,,,
511,2006,2006-01-15 17:20:00,2006-01-15 13:20:00,1,15,,b'2006-01-15',2006.0383,-65.587,10.667,118,2,C,1,CAR-118-C,93HG_118-C,Cast 1: 15 Jan 2006; 1320 in water; 1358 on deck,nan,255,255.0,3.7635681803299095,,0.0,0.0,0.509460592088097,2.4239842405227363,0.4376167965833335,a,0.21493037083455926,n.f.,,,,,,1.1475243118315128,0.23540839383995296,0.08569215567607259,0.044150969267584265,,,n.f.,,,n.f.,203468907.70315582,60296536.24401353,7.252020207729507,2.1490836326483054,,,,,,,,,,,0.18041305578464095,0.0624404352676443,0.81,0.49,,,,
512,2006,2006-01-15 17:20:00,2006-01-15 13:20:00,1,15,,b'2006-01-15',2006.0383,-65.587,10.667,118,2,C,1,CAR-118-C,93HG_118-C,Cast 1: 15 Jan 2006; 1320 in water; 1358 on deck,nan,270,271.0,1.8565710384368783,,0.0,0.0,1.383383541873895,2.9841443351825045,0.8183316896916674,n.f.,0.39156076469093415,n.f.,,,,,,0.536232281452397,0.16716263621417676,0.06644002757101726,0.03940595792082868,,,n.f.,,,n.f.,202098746.70852172,98451062.92917158,7.2031850548155045,3.508983784767859,,,,,,,,,,,0.14949190174080978,0.1017654304696292,1.33,0.46,,,,
513,2006,2006-01-15 21:45:00,2006-01-15 17:45:00,1,15,,b'2006-01-15',2006.0383,-65.585,10.665999999999999,118,2,C,2,CAR-118-C,93HG_118-C,Cast 2: 15 Jan 2006; 1745 in water; 1805 on deck,nan,45,45.0,168.48073390818868,,1.4765356860988132,0.35879353773298656,0.08279384613493512,0.11445186892222745,,n.f.,0.013589396032126187,a,,,,,,1.8365659270935304,0.8029761519922904,1.220220158793533,0.7260214327753652,,,n.f.,,,n.f.,183601573.28096208,72871074.79660599,5.9902655041735215,2.377523666086256,,,,,,,,,,,1.5694680344990175,0.6511097371728016,1.7,0.93,,,,
514,2006,2006-01-15 21:45:00,2006-01-15 17:45:00,1,15,,b'2006-01-15',2006.0383,-65.585,10.665999999999999,118,2,C,2,CAR-118-C,93HG_118-C,Cast 2: 15 Jan 2006; 1745 in water; 1805 on deck,nan,150,150.0,60.875064116030515,,11.38941567376158,0.020565247700568126,0.1762499501734811,1.1715167615799713,,n.f.,0.011083357273563115,a,,,,,,-0.03129814511356506,0.012769910244399895,-0.01391928101331935,0.019628423431043717,,,n.f.,,,n.f.,204839068.69778985,110575866.92414422,7.049951401352248,3.805692404937308,,,,,,,,,,,0.15621787355050845,0.04337254738410806,0.22,0.25,,,,
515,2006,2006-01-15 21:45:00,2006-01-15 17:45:00,1,15,,b'2006-01-15',2006.0383,-65.585,10.665999999999999,118,2,C,2,CAR-118-C,93HG_118-C,Cast 2: 15 Jan 2006; 1745 in water; 1805 on deck,nan,195,196.0,15.657486420711964,,9.496908693281636,0.005900826128118511,0.1352047088501005,1.646915207432394,,n.f.,0.011560248264029852,a,,,,,,2.044891839071601,0.7195642611091371,1.2370342141250132,0.5406112433069987,,,n.f.,,,n.f.,195247941.7353515,58776210.81466339,6.719853342426053,2.02290233222234,,,,,,,,,,,0.2447359526849141,0.04239621515582626,2.2,1.41,,,,
516,2006,2006-01-15 21:45:00,2006-01-15 17:45:00,1,15,,b'2006-01-15',2006.0383,-65.585,10.665999999999999,118,2,C,2,CAR-118-C,93HG_118-C,Cast 2: 15 Jan 2006; 1745 in water; 1805 on deck,nan,290,290.0,,,0.028226796886508167,0.0,1.7203097988784588,2.7214148274605696,0.8881592459916671,d,0.5076363314846625,n.f.,,,,,,0.9653771240513129,0.3703347979881021,0.22440956746730706,0.12607586404710788,,,n.f.,,,n.f.,167844721.84267056,41742152.02852947,5.982306231965418,1.4877699666361257,,,,,,,,,,,0.10934019883868573,0.017431991676093137,1.09,0.47,,,,
517,2006,2006-01-15 21:45:00,2006-01-15 17:45:00,1,15,,b'2006-01-15',2006.0383,-65.585,10.665999999999999,118,2,C,2,CAR-118-C,93HG_118-C,Cast 2: 15 Jan 2006; 1745 in water; 1805 on deck,nan,340,340.0,,,0.04752722408356913,0.0,3.7650844052566086,2.7694680072965783,4.3899055596583345,c,1.2498013930219434,n.f.,,,,,,1.3227413835836521,0.3642411900768172,0.648724869548572,0.09888485900349236,,,n.f.,,,n.f.,204153988.2004728,129810681.49279957,7.27643778418651,4.6267004427936005,,,,,,,,,,,0.03921279633044682,0.023407692873865637,0.44,0.18,,,,
518,2006,2006-01-15 21:45:00,2006-01-15 17:45:00,1,15,,b'2006-01-15',2006.0383,-65.585,10.665999999999999,118,2,C,2,CAR-118-C,93HG_118-C,Cast 2: 15 Jan 2006; 1745 in water; 1805 on deck,nan,400,401.0,,,0.07488585571261464,0.0,7.1454347185967775,2.91966416666817,10.303753009166668,n.f.,2.4844253411597808,n.f.,,,,,,0.6994766352496008,0.606735676103629,0.90670045215214,0.0196328423045414,,,n.f.,,,n.f.,105889615.99834852,69178175.23568581,3.7741080132452636,2.4656421976519294,,,,,,,,,,,0.009031164812365657,0.008543123763175411,0.08,0.11,,,,
519,2006,2006-05-19 18:42:00,2006-05-19 14:42:00,5,19,,b'2006-05-19',2006.3825,-64.667,10.499,122,2,CAR,1,CAR-122-A,93HG_122-A,Cast 1: 19 May 2006; 1442 in water; 1520 on deck,nan,260,260.0,,,0.02925991789557955,0.0,2.1757508100191285,2.7851513352694917,1.2,n.f.,0.51,n.f.,,,,,,3.05,1.15,3.37,1.52,0.55,0.01,n.f.,,,n.f.,645552339.2470458,104498340.70698504,23.008717460638444,3.724520306497447,,,,,311082.9519586732,15554.14759793366,,,,,0.14,0.02,1.93,0.33,,,,
520,2006,2006-05-19 18:42:00,2006-05-19 14:42:00,5,19,,b'2006-05-19',2006.3825,-64.667,10.499,122,2,CAR,1,CAR-122-A,93HG_122-A,Cast 1: 19 May 2006; 1442 in water; 1520 on deck,nan,270,270.0,,,0.024458184741302774,0.0,2.2613515127946644,2.7922283998298463,2.14,n.f.,0.59,n.f.,,,,,,2.73,0.93,2.94,1.25,0.42,0.0,n.f.,,,n.f.,582537468.8216293,202953043.6820297,20.762747209599976,7.233633829447551,,,,,381076.61614937463,14665.33916376602,,,,,0.11,0.1,1.72,0.26,,,,
521,2006,2006-05-19 18:42:00,2006-05-19 14:42:00,5,19,,b'2006-05-19',2006.3825,-64.667,10.499,122,2,CAR,1,CAR-122-A,93HG_122-A,Cast 1: 19 May 2006; 1442 in water; 1520 on deck,nan,280,280.0,,,0.034322020341456566,0.0,2.7061022786081352,2.74379685633437,2.47,n.f.,0.7,n.f.,,,,,,3.98,1.65,3.01,1.02,0.38,0.01,n.f.,,,n.f.,532125572.4812958,175627962.31403267,18.965971008769202,6.259715777321032,,,,,347746.2998680882,17776.168683352753,,,,,0.13,0.07,2.61,0.32,,,,
522,2006,2006-05-19 18:42:00,2006-05-19 14:42:00,5,19,,b'2006-05-19',2006.3825,-64.667,10.499,122,2,CAR,1,CAR-122-A,93HG_122-A,Cast 1: 19 May 2006; 1442 in water; 1520 on deck,nan,290,290.0,,,0.036913461729903514,0.0,3.4985415799231405,2.7623302660515985,3.53,n.f.,0.89,n.f.,,,,,,1.84,0.34,1.74,0.57,0.09,0.01,a,,,n.f.,196746428.77268964,146847033.641976,7.012418228242298,5.233908548673198,,,,,363300.4474660218,16554.05708637225,,,,,0.1,0.01,7.44,1.23,,,,
523,2006,2006-05-19 18:42:00,2006-05-19 14:42:00,5,19,,b'2006-05-19',2006.3825,-64.667,10.499,122,2,CAR,1,CAR-122-A,93HG_122-A,Cast 1: 19 May 2006; 1442 in water; 1520 on deck,nan,300,300.0,,,0.011428209499054084,0.0,3.764425840221847,2.775624424243824,5.39,n.f.,1.1,n.f.,,,,,,2.47,0.83,2.17,0.35,0.07,0.01,a,,,n.f.,273764603.73708767,140429452.98936927,9.757492979511527,5.005173725732403,,,,,307749.92033054447,13221.025458243606,,,,,0.04,0.03,1.11,0.7,,,,
524,2006,2006-05-19 18:42:00,2006-05-19 14:42:00,5,19,,b'2006-05-19',2006.3825,-64.667,10.499,122,2,CAR,1,CAR-122-A,93HG_122-A,Cast 1: 19 May 2006; 1442 in water; 1520 on deck,nan,310,311.0,6.494866373292846,,0.021693602767181845,0.0,3.9954260127225063,2.809538902235844,5.53,n.f.,1.19,n.f.,,,,,,1.91,0.05,1.83,0.77,0.07,0.02,a,,,n.f.,366186413.69436544,164533507.84255105,13.051582681034601,5.864288245276186,,,,,232201.2034262953,13109.92440397265,,,,,0.05,0.04,0.0,0.0,,,,
525,2006,2006-05-19 23:38:00,2006-05-19 19:38:00,5,19,,b'2006-05-19',2006.3825,-64.668,10.495999999999999,122,2,CAR,2,CAR-122-A,93HG_122-A,Cast 2:  19 May 2006; 1938 in water; 2009 on deck,nan,45,46.0,192.12421583780224,,1.532320312172175,0.2286348871241141,0.4022583425683821,0.11998002515405524,,n.f.,0.01,a,,,,,,0.16,0.12,0.08,0.04,0.0,0.0,n.f.,,,n.f.,373888231.19080514,129422388.1864708,12.198641513225914,4.222591634521467,,,,,229979.1823408762,11998.913861263109,,,,,0.97,0.44,0.19,0.02,,,,
526,2006,2006-05-19 23:38:00,2006-05-19 19:38:00,5,19,,b'2006-05-19',2006.3825,-64.668,10.495999999999999,122,2,CAR,2,CAR-122-A,93HG_122-A,Cast 2:  19 May 2006; 1938 in water; 2009 on deck,nan,100,100.0,153.8997732451744,,6.902145939804032,0.06951961415605247,0.0653793439320991,0.4109830412966169,,n.f.,0.01,a,,,,,,2.27,0.23,2.07,0.18,,,n.f.,,,n.f.,504819128.6302821,124298697.04243688,16.470450432651475,4.0554238387031925,,,,,141098.33892411247,11998.913861263109,,,,,0.15,0.05,0.17,0.06,,,,
527,2006,2006-05-19 23:38:00,2006-05-19 19:38:00,5,19,,b'2006-05-19',2006.3825,-64.668,10.495999999999999,122,2,CAR,2,CAR-122-A,93HG_122-A,Cast 2:  19 May 2006; 1938 in water; 2009 on deck,nan,200,201.0,14.677157825985914,,7.9066799226856475,0.019943227729680168,0.3870498676342826,1.7139497802036212,,n.f.,0.01,a,,,,,,1.62,0.8,1.33,1.04,,,n.f.,,,n.f.,375988726.87165236,97960597.07318948,12.94041350974983,3.3715123438309527,,,,,77770.73798966827,5643.933556964498,,,,,0.13,0.04,0.51,0.53,,,,
528,2006,2006-05-19 23:38:00,2006-05-19 19:38:00,5,19,,b'2006-05-19',2006.3825,-64.668,10.495999999999999,122,2,CAR,2,CAR-122-A,93HG_122-A,Cast 2:  19 May 2006; 1938 in water; 2009 on deck,nan,215,215.0,11.571176548080707,,6.663352402988923,0.0073032766728292455,0.0014437674311318374,1.7664960043841935,,n.f.,0.02,n.f.,,,,,,3.36,0.12,2.52,0.12,0.01,0.01,a,,,n.f.,249258820.79387012,69382250.79628141,8.5787471312308,2.387930678165082,,,,,116656.10698450245,7532.651479570729,,,,,0.03,0.04,0.0,0.0,,,,
