time,10m_u_component_of_wind,10m_v_component_of_neutral_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,benjamin_feir_index,coefficient_of_drag_with_waves,instantaneous_eastward_turbulent_surface_stress,instantaneous_northward_turbulent_surface_stress,lake_mix_layer_depth,lake_mix_layer_temperature,mean_wave_period,medium_cloud_cover,sea_surface_temperature,surface_pressure,v_component_stokes_drift
2001-02-01,-6.8161926,-3.7993526,-3.821703,8.081034,296.72095,0.0905838,0.0010669027,-0.0915665,-0.051557362,49.26097,296.41675,4.792445,0.082133725,296.41852,101338.375,-0.04538383
2001-03-01,-6.9468517,-3.7203026,-3.8041935,8.189112,296.77478,0.108724594,0.0010346156,-0.09853977,-0.050892115,49.2605,296.03693,4.9296207,0.043083508,296.03204,101218.75,-0.043452226
2001-04-01,-6.7420616,-3.7895594,-3.849718,7.9987764,297.53662,0.10571003,0.0010268448,-0.09229696,-0.0499022,49.260582,296.9671,4.6493483,0.11210334,296.9947,101225.5,-0.04292027
2001-05-01,-5.637686,-2.9830542,-3.005292,6.754668,298.85388,0.08253384,0.00093139615,-0.06814587,-0.033339262,49.260895,298.55554,4.601387,0.08779336,298.56265,101148.25,-0.031487614
2001-06-01,-4.9890747,-2.5204859,-2.5342598,6.0945635,298.55298,0.055841446,0.0008990611,-0.053382576,-0.025974989,49.260815,298.40955,4.3833895,0.13803643,298.4092,101329.375,-0.025589496
2001-07-01,-4.5421753,-2.220993,-2.220644,5.4645844,298.9784,0.045340538,0.0008574135,-0.042127073,-0.019374922,49.26097,298.99634,4.3690233,0.13391846,299.0172,101287.31,-0.020956337
2001-08-01,-3.0424786,-1.1259384,-1.0903845,4.0276737,299.58374,0.026639938,0.0007779051,-0.023314416,-0.007754747,49.260857,300.1903,4.5071907,0.1408636,300.19275,101323.75,-0.011125177
2001-09-01,-4.094701,-1.9656992,-1.9118319,5.0076914,299.78406,0.046200752,0.00083576585,-0.036571562,-0.01580818,49.261322,300.24268,4.725994,0.09900734,300.24637,101135.19,-0.018592756
2001-10-01,-4.439266,-2.0533085,-1.9967928,5.287919,299.96875,0.04922867,0.0008435934,-0.04150766,-0.016922496,49.260895,300.3949,4.7436466,0.108824134,300.40002,101040.81,-0.019591685
2001-11-01,-4.7937546,-2.5839443,-2.5150099,5.701005,299.72668,0.040385246,0.00087878574,-0.04572487,-0.02240473,49.26066,300.3313,5.749383,0.10139203,300.32367,101009.06,-0.026660021
2001-12-01,-5.3532743,-2.7087164,-2.672944,6.2172394,299.0254,0.04195404,0.00090558827,-0.05432874,-0.025721133,49.26101,299.30603,5.453829,0.15410072,299.27744,100980.19,-0.027536757
2002-01-01,-6.60081,-3.391654,-3.400176,7.614999,297.953,0.06477642,0.0010138585,-0.081502914,-0.04120046,49.26113,297.84985,4.8594294,0.13976741,297.83356,101299.875,-0.038764518
2002-02-01,-6.6323795,-3.6110554,-3.670927,7.841385,297.2433,0.084765434,0.0010301471,-0.08497137,-0.045695007,49.26074,296.67993,4.9691896,0.07482196,296.67334,101296.94,-0.04148639
2002-03-01,-6.1825705,-3.593707,-3.666028,7.4246473,297.43066,0.06966591,0.0009963806,-0.0728606,-0.041759968,49.260933,296.82812,4.9062233,0.112359226,296.83698,101240.94,-0.04018206
2002-04-01,-5.536953,-3.556839,-3.5600338,6.8131447,298.42737,0.07257652,0.00094884983,-0.060183704,-0.03647363,49.260933,298.35236,4.813038,0.10360271,298.38928,101099.19,-0.036818184
2002-05-01,-6.1573973,-3.2226753,-3.2402315,7.1748724,298.93835,0.0716486,0.00096341036,-0.075543106,-0.037513137,49.26136,298.68536,4.503237,0.17970443,298.66916,101178.19,-0.033748683
2002-06-01,-4.8811693,-2.336915,-2.3213396,5.7083206,298.9098,0.047821045,0.00086876797,-0.047557294,-0.02021923,49.26144,298.93414,4.353055,0.1707837,298.92624,101324.625,-0.021623906
2002-07-01,-4.8579235,-2.59052,-2.6061602,5.809396,298.7273,0.047664642,0.0008833448,-0.047142804,-0.023899198,49.261246,298.5276,4.3615074,0.1652031,298.54834,101356.19,-0.024591483
2002-08-01,-4.244505,-1.9650431,-1.9130306,5.040518,299.61267,0.0492239,0.0008309828,-0.038860023,-0.015888505,49.260696,299.99945,4.0739603,0.1066156,300.00653,101235.125,-0.018434744
2002-09-01,-3.4061642,-1.2614517,-1.2222347,4.371051,300.25208,0.045280457,0.0007943541,-0.030034125,-0.010191992,49.26097,300.8601,4.5831165,0.10571739,300.8823,101092.625,-0.013372526
2002-10-01,-4.9446373,-2.26396,-2.2108479,5.7597713,299.94934,0.07240486,0.00086812326,-0.050543606,-0.020958126,49.2607,300.3805,4.619029,0.098780334,300.3528,100998.44,-0.022918645
2002-11-01,-5.446332,-2.8351774,-2.812992,6.359477,298.99683,0.070124626,0.00091347215,-0.057440996,-0.027733624,49.260857,299.08392,4.7239847,0.101788595,299.06317,101129.25,-0.027958822
2002-12-01,-6.2320385,-3.2129335,-3.2382545,7.2476645,297.91357,0.073825836,0.00097244326,-0.07379365,-0.03695005,49.2614,297.597,4.8002205,0.10546635,297.58572,101278.06,-0.034468945
2003-01-01,-6.3525524,-3.2526064,-3.2808313,7.438613,297.65442,0.092113495,0.000980394,-0.08000612,-0.03902048,49.260895,297.3272,4.815091,0.071519345,297.33716,101259.31,-0.03628933
2003-02-01,-7.11172,-3.6699705,-3.7209482,8.284746,297.46436,0.10729408,0.0010502175,-0.103101015,-0.051909804,49.260933,296.93207,4.698591,0.06840831,296.89978,101231.69,-0.04322361
2003-03-01,-6.2373886,-3.6313467,-3.7126665,7.5877,297.12402,0.10386753,0.0009956658,-0.08352065,-0.045597494,49.261246,296.35773,4.6528673,0.027417667,296.3822,101144.625,-0.040144317
2003-04-01,-6.018814,-3.1932926,-3.2140284,7.1154747,298.547,0.091976166,0.0009510021,-0.07746893,-0.037735403,49.260464,298.2339,4.796788,0.10977638,298.24396,101123.94,-0.035208438
2003-05-01,-5.9054136,-3.1392288,-3.1702967,7.0096016,298.69568,0.08194828,0.000962764,-0.07608843,-0.03883207,49.26144,298.34528,4.6771517,0.122448474,298.34512,101238.81,-0.0341504
2003-06-01,-4.8298855,-2.5321302,-2.5189867,5.713127,298.7799,0.04633999,0.00087345415,-0.04607308,-0.022303224,49.260696,298.7119,4.5303936,0.17609346,298.72318,101245.375,-0.023991548
2003-07-01,-3.7363405,-1.7871742,-1.7590599,4.748062,298.9314,0.030812263,0.00082325307,-0.0332942,-0.014952503,49.260933,299.22205,4.6627207,0.19207019,299.21475,101338.81,-0.017926611
2003-08-01,-2.9253674,-0.94506645,-0.928174,4.1928396,299.7599,0.042850494,0.0007827943,-0.022692442,-0.0069129877,49.260582,300.39734,4.120268,0.12976313,300.43835,101284.375,-0.009415597
2003-09-01,-3.2781916,-0.81002903,-0.77751154,4.438797,300.5808,0.038586617,0.00080091716,-0.028299212,-0.0067761503,49.261288,301.50928,5.253443,0.098915055,301.50903,101148.0,-0.008958824
2003-10-01,-3.21035,-1.0281506,-0.9904556,4.1730213,300.6786,0.051390648,0.0007868293,-0.027095318,-0.008230757,49.261322,301.69556,4.752205,0.09287922,301.69568,100972.06,-0.011273649
2003-11-01,-4.396138,-1.8910217,-1.8229103,5.1263227,300.3181,0.05133629,0.0008449848,-0.041712046,-0.016734947,49.261166,301.26074,5.2578144,0.107855916,301.23907,100953.125,-0.0192471
2003-12-01,-5.4724445,-2.7575054,-2.6998425,6.450575,299.14087,0.063500404,0.0009173732,-0.062028825,-0.027744591,49.261127,299.6217,4.9263687,0.122517765,299.60092,101113.69,-0.028917693
2004-01-01,-6.459134,-3.6495533,-3.6066751,7.622961,298.23743,0.08274841,0.0010248448,-0.07928896,-0.043420136,49.26117,298.62744,4.8046255,0.15835851,298.6235,101265.375,-0.041582193
2004-02-01,-6.87202,-3.7092323,-3.6997795,8.053879,297.91296,0.09815979,0.0010455837,-0.09428424,-0.049282372,49.26101,297.96216,4.790328,0.12080634,297.9575,101313.31,-0.043220326
2004-03-01,-6.6724806,-3.8966846,-3.908698,7.9903727,297.92957,0.08508873,0.0010429926,-0.09086931,-0.0509876,49.261322,297.7495,5.0929413,0.07917549,297.7527,101204.125,-0.04526804
2004-04-01,-6.058419,-3.620038,-3.643527,7.293041,298.67737,0.10133934,0.0009714775,-0.073271215,-0.04142815,49.26066,298.48975,4.457076,0.1300928,298.4865,101064.875,-0.03815718
2004-05-01,-5.149534,-2.505043,-2.5206566,6.100281,298.97974,0.058135986,0.0008926934,-0.057074726,-0.026391208,49.26062,298.97595,4.697486,0.20979613,299.00327,101177.44,-0.026182879
2004-06-01,-5.3830795,-2.563282,-2.5365314,6.214795,299.1671,0.05433941,0.00090225064,-0.056737006,-0.024628103,49.2614,299.36755,4.358119,0.16933507,299.34998,101373.375,-0.024882246
2004-07-01,-3.511713,-1.7173834,-1.6960583,4.607603,298.99207,0.03872013,0.00081538665,-0.03125161,-0.014233973,49.261127,299.23193,4.2992783,0.14760226,299.2451,101252.625,-0.016735584
2004-08-01,-3.2808228,-1.1755476,-1.1448183,4.510085,299.60114,0.04682541,0.0008021628,-0.02762878,-0.009116236,49.261127,300.21912,4.1063824,0.14268059,300.24274,101322.25,-0.01132698
2004-09-01,-1.8425312,0.07156408,0.06273931,3.6982613,300.50256,0.044223785,0.000754504,-0.012970865,0.001082886,49.26062,301.64404,5.556041,0.12882125,301.65536,101076.81,-0.0012833436
2004-10-01,-3.128461,-1.185195,-1.1259384,4.255315,300.80518,0.038266182,0.0007939928,-0.026498973,-0.009060159,49.26105,302.24512,5.2639265,0.09960574,302.23676,100991.31,-0.012320194
2004-11-01,-4.094653,-2.1030188,-2.0223475,5.4823875,299.8152,0.035938263,0.0008743012,-0.045470417,-0.020184875,49.26101,301.08533,5.744293,0.13693184,301.07025,100983.31,-0.02394126
2004-12-01,-5.6356535,-3.1302128,-3.0490456,6.590562,298.98364,0.04840374,0.00094674644,-0.059049845,-0.030685544,49.261402,299.88184,4.7758026,0.11226016,299.86618,101110.19,-0.032367766
2005-01-01,-5.5861998,-3.5914268,-3.526558,6.9170866,298.52844,0.048648834,0.0009662695,-0.06532723,-0.038211167,49.261284,299.06677,5.3091307,0.21359736,299.068,101155.94,-0.040186547
2005-02-01,-5.704009,-4.042285,-3.977498,7.1741896,298.7456,0.047979355,0.0009943044,-0.065487504,-0.044399798,49.260857,299.3025,5.3733177,0.13112158,299.29025,101148.25,-0.04517841
2005-03-01,-6.5305405,-3.6717281,-3.6614723,7.801983,298.912,0.11605072,0.0010209379,-0.08697897,-0.045669913,49.26074,298.8413,4.6343956,0.062261797,298.83612,101196.5,-0.04088575
2005-04-01,-5.1406746,-2.6046457,-2.6099463,6.18242,299.04077,0.081246376,0.00089547806,-0.059838176,-0.027977467,49.260895,298.78558,4.763339,0.12433815,298.8087,101096.25,-0.026932698
2005-05-01,-4.1378727,-1.8026628,-1.7463808,5.1121616,300.45862,0.06747246,0.0008362201,-0.04127556,-0.016074792,49.26062,301.19397,4.6394234,0.15205336,301.21616,101066.31,-0.01820729
2005-06-01,-3.1886663,-0.9002495,-0.87441826,4.336626,300.20874,0.046905518,0.00078869844,-0.028388321,-0.008176155,49.26062,300.80835,4.4427614,0.16947079,300.78876,101136.19,-0.009698778
2005-07-01,-2.0914001,-0.23842394,-0.24562335,3.7531042,299.59045,0.05796051,0.00076105376,-0.014750123,-0.0015226081,49.261402,299.9555,4.1580534,0.2042678,299.95367,101295.125,-0.0038748176
2005-08-01,-2.4279766,-0.52603155,-0.51739746,3.752349,300.08472,0.044734,0.0007579569,-0.017215192,-0.003909532,49.260777,300.51086,4.219265,0.13303228,300.52603,101187.69,-0.005678091
2005-09-01,-3.0849285,-0.5737686,-0.56014204,4.3839703,300.81982,0.057860374,0.00079254876,-0.027648807,-0.005461842,49.261246,301.56042,4.873582,0.10894002,301.57236,101101.56,-0.007461507
2005-10-01,-3.5909061,-0.85876274,-0.8353771,4.8251276,301.20898,0.0729723,0.0008195932,-0.034542143,-0.008245267,49.260857,302.28186,5.134594,0.09504296,302.2752,100989.56,-0.010739028
2005-11-01,-4.120063,-2.045496,-1.9671164,5.0698547,299.83093,0.0406332,0.0008446586,-0.039238393,-0.016972244,49.260777,300.77734,5.1748915,0.15765744,300.75787,100950.94,-0.020521428
2005-12-01,-6.485919,-3.4086714,-3.3534346,7.4794464,298.62933,0.063183784,0.0010090338,-0.07801592,-0.039184034,49.261013,299.29004,4.750929,0.15900129,299.2612,101128.875,-0.038590483
2006-01-01,-6.149831,-3.3817215,-3.365221,7.2031574,298.0089,0.04984951,0.0009851253,-0.07036477,-0.03703332,49.261406,298.15222,5.0433073,0.19726181,298.14554,101166.44,-0.037866037
2006-02-01,-6.8149853,-3.843464,-3.8472166,8.068496,297.5376,0.084516525,0.0010550229,-0.091261566,-0.050428927,49.260506,297.42334,4.746251,0.098976135,297.41315,101271.25,-0.044702597
2006-03-01,-6.5337343,-3.6201248,-3.6318083,7.7506504,298.1432,0.101818085,0.001017512,-0.08688533,-0.046013653,49.260895,297.95264,4.711129,0.12400156,297.95837,101205.875,-0.04086438
2006-04-01,-5.8651533,-3.416479,-3.4290447,7.0835867,298.5504,0.09851074,0.00096573797,-0.072101414,-0.038774908,49.260857,298.28442,4.6412983,0.065277964,298.30035,101058.125,-0.035834346
2006-05-01,-4.0164156,-1.8745556,-1.8526173,5.1046963,299.33862,0.0681591,0.00082707265,-0.038359344,-0.01666439,49.261127,299.42255,4.377533,0.16480327,299.43576,101193.0,-0.018532705
2006-06-01,-4.2725782,-1.9542942,-1.933423,5.248041,299.48193,0.047154427,0.0008412008,-0.040569365,-0.016791113,49.261166,299.7163,4.2964745,0.15449399,299.71738,101243.56,-0.018595964
2006-07-01,-3.9504108,-1.798522,-1.7882061,4.887224,299.1311,0.031237602,0.00083073974,-0.034956515,-0.014875393,49.260895,299.20538,4.5238314,0.15621507,299.2083,101335.06,-0.01725014
2006-08-01,-3.2040405,-1.2397947,-1.1970177,4.17192,299.71008,0.04300785,0.00078266766,-0.02459246,-0.0081121735,49.260582,300.2975,4.291336,0.17699629,300.3119,101194.5,-0.011124462
2006-09-01,-3.4395971,-1.0818806,-1.042079,4.5731115,300.54102,0.043795586,0.00081112166,-0.030095458,-0.008737046,49.261322,301.2461,5.355502,0.09160676,301.2572,101151.31,-0.011734255
2006-10-01,-3.9692707,-1.8094959,-1.7468214,4.918622,300.39172,0.053030968,0.00083225593,-0.03890747,-0.015595611,49.260544,301.03735,4.925041,0.109888285,301.03207,100991.94,-0.017644268
2006-11-01,-5.1207047,-2.2703247,-2.205121,5.883665,300.02405,0.07089424,0.00088514294,-0.052743793,-0.021971047,49.26117,300.82507,4.753332,0.0916076,300.81186,100978.0,-0.023186482
2006-12-01,-6.440034,-3.2888327,-3.2457066,7.393552,299.18115,0.0666666,0.0009881875,-0.078593254,-0.0378657,49.260777,299.58752,4.8701725,0.13105184,299.5556,101199.44,-0.03589062
2007-01-01,-6.514186,-3.493741,-3.5203285,7.62834,298.00183,0.07332516,0.0010133621,-0.08027953,-0.0418036,49.261013,297.7058,4.838724,0.11649841,297.6916,101269.44,-0.039286055
2007-02-01,-6.5773926,-3.676056,-3.723052,7.8457155,297.5205,0.10269165,0.001029742,-0.08562827,-0.046747208,49.261364,297.0188,4.6533165,0.083130136,297.01953,101304.06,-0.041090563
2007-03-01,-6.192134,-3.388648,-3.4853687,7.4241753,297.34802,0.10125828,0.000984821,-0.08404052,-0.043503582,49.261322,296.5504,5.047759,0.12552351,296.54712,101127.44,-0.03738079
2007-04-01,-5.38008,-3.0555973,-3.0919466,6.571707,298.2395,0.085351944,0.0009156491,-0.06282091,-0.033352137,49.261166,297.75238,4.69977,0.0836665,297.7715,101122.875,-0.03252229
2007-05-01,-4.724806,-2.4104967,-2.409031,5.847069,299.13452,0.06909847,0.0008722455,-0.052533925,-0.02424401,49.260857,298.98553,4.5694304,0.13718213,299.0074,101116.31,-0.02445956
2007-06-01,-4.6410675,-2.18266,-2.1634417,5.6128464,299.22546,0.05589962,0.000867852,-0.04749757,-0.021332145,49.261127,299.4375,4.333644,0.16179681,299.42557,101276.19,-0.021845043
2007-07-01,-4.1117134,-1.879117,-1.8798342,5.251848,299.25903,0.04620838,0.000846029,-0.03785664,-0.016840544,49.261166,299.39966,4.301015,0.17181951,299.41782,101297.625,-0.017911747
2007-08-01,-2.1346684,-0.13117152,-0.13121998,3.8981829,299.8363,0.036948204,0.00076325797,-0.01570052,-0.00069921464,49.261208,300.8374,4.6367464,0.16800648,300.84195,101152.5,-0.004519481
2007-09-01,-3.1206627,-0.84827405,-0.8126363,4.173373,300.46277,0.0632534,0.000785138,-0.027367115,-0.0068983026,49.26074,301.46045,4.219799,0.122899175,301.4728,101169.25,-0.009256374
2007-10-01,-3.3145218,-0.968545,-0.9330167,4.2758865,300.44128,0.043774605,0.0007935602,-0.029519677,-0.008254129,49.260933,301.47998,4.93725,0.16820067,301.48077,100997.19,-0.010357689
2007-11-01,-6.0515757,-2.5219412,-2.442418,6.73625,299.91357,0.06383896,0.0009429022,-0.07105845,-0.027311087,49.26117,301.06995,4.820039,0.11972618,301.05115,100994.375,-0.02766426
2007-12-01,-5.901453,-3.0366516,-2.9554272,6.7984676,298.859,0.0495224,0.0009575952,-0.066590905,-0.031383336,49.2605,299.76453,5.080723,0.17967272,299.7459,101134.56,-0.032193784
2008-01-01,-6.584508,-3.4807482,-3.4437857,7.647397,297.9828,0.08260155,0.001019143,-0.08283621,-0.041612864,49.260582,298.34412,4.7385025,0.13359135,298.32703,101233.69,-0.03907972
2008-02-01,-7.080305,-3.7551632,-3.7358437,8.274517,297.65503,0.09560108,0.0010753544,-0.10130006,-0.051667392,49.26082,297.818,4.74714,0.13779163,297.80792,101342.06,-0.044916984
2008-03-01,-6.961934,-3.8701973,-3.8853827,8.249924,297.51245,0.09612942,0.0010769677,-0.09709126,-0.05277103,49.261364,297.2616,4.932143,0.15487492,297.26254,101259.125,-0.046350047
2008-04-01,-6.4391575,-3.6399374,-3.6638126,7.6808777,297.80518,0.09845257,0.0010141735,-0.08654559,-0.046494007,49.260777,297.47882,4.783902,0.14613503,297.49155,101093.25,-0.04098364
2008-05-01,-5.5390453,-3.0087776,-3.0069828,6.6187983,298.687,0.07570171,0.0009295675,-0.06525099,-0.032431662,49.260895,298.54388,4.596406,0.16611952,298.5639,101149.81,-0.03075296
2008-06-01,-5.1515408,-2.6918192,-2.6917152,6.16852,298.95752,0.057876587,0.00090169674,-0.055412233,-0.026872575,49.260815,298.84357,4.4639654,0.1601786,298.8281,101227.56,-0.026742224
2008-07-01,-3.8653173,-1.9574013,-1.9314909,4.8286657,298.97815,0.036260605,0.0008273714,-0.03236121,-0.014809001,49.260582,299.14606,4.5666323,0.1566686,299.16696,101277.06,-0.017429817
2008-08-01,-2.9055452,-0.99710274,-0.9702959,4.3694735,300.09656,0.050227165,0.00079882564,-0.022815287,-0.0070596673,49.2614,300.9978,4.2085752,0.13629788,301.02707,101075.31,-0.00975256
2008-09-01,-2.0958033,-0.036884308,-0.043487012,3.5311918,300.96765,0.054883003,0.0007514537,-0.015465677,-0.00078230724,49.26097,302.08484,4.5568094,0.11352889,302.08923,101069.69,-0.0024960712
2008-10-01,-3.375844,-0.958022,-0.91805094,4.837059,300.5055,0.04692936,0.0008281055,-0.030915797,-0.008724418,49.260464,301.7162,5.213439,0.13821411,301.7063,101040.75,-0.012267381
2008-11-01,-4.657323,-2.2814674,-2.1960764,5.4430847,299.9513,0.0393219,0.0008707661,-0.044776857,-0.020507872,49.260464,301.01587,5.1940546,0.18394369,300.99008,100972.06,-0.023674998
2008-12-01,-6.4606857,-3.5159998,-3.4383755,7.5076284,298.63696,0.05053234,0.0010188802,-0.079968035,-0.04117149,49.26082,299.64807,5.0308895,0.18797565,299.64218,101160.5,-0.041590866
2009-01-01,-6.3869133,-3.4008474,-3.3676596,7.4274473,298.23962,0.065568924,0.0010035133,-0.07968843,-0.039872825,49.261364,298.5199,4.7989063,0.13701838,298.49426,101259.69,-0.03742383
2009-02-01,-6.713876,-3.702402,-3.6859436,7.847498,297.70166,0.072582245,0.0010360777,-0.086855054,-0.04625112,49.260662,297.76868,4.9781466,0.2518319,297.76138,101244.19,-0.042679433
2009-03-01,-6.220932,-3.8626146,-3.861784,7.5528145,297.6963,0.05459404,0.0010298179,-0.073770106,-0.045237362,49.2607,297.54468,5.2462454,0.18950397,297.5535,101222.5,-0.04497095
2009-04-01,-6.613985,-3.708125,-3.7302132,7.8343754,298.2411,0.10332203,0.0010271722,-0.08745712,-0.047340453,49.2607,297.937,4.4081917,0.16488737,297.949,101224.44,-0.04104904
2009-05-01,-5.9105873,-3.1109,-3.14334,6.970417,298.57178,0.0858345,0.00093827816,-0.07206309,-0.034691095,49.26109,298.0849,4.491976,0.14071739,298.07657,101153.625,-0.031786405
2009-06-01,-4.848998,-2.4420404,-2.4577303,5.8003693,298.83228,0.07043362,0.0008659302,-0.050566256,-0.022726536,49.260696,298.5338,4.27771,0.11245869,298.5597,101210.375,-0.023584265
2009-07-01,-5.2920504,-2.7565556,-2.7375507,6.2679033,299.4242,0.051104546,0.0009138759,-0.055162907,-0.026651084,49.260815,299.50238,4.438138,0.15603393,299.4926,101250.5,-0.026916873
2009-08-01,-3.9955225,-1.9593315,-1.9250841,4.9614515,299.67004,0.036652565,0.0008356343,-0.034554124,-0.015372485,49.261322,299.88123,4.6029797,0.15034908,299.8915,101146.25,-0.018045526
2009-09-01,-4.132843,-1.8146753,-1.7738304,5.082979,300.23242,0.0642128,0.00083087967,-0.03926909,-0.0154956095,49.260464,300.5188,4.4572783,0.090534404,300.53287,101115.125,-0.017835531
2009-10-01,-4.9700813,-2.4720907,-2.4138708,5.831403,299.98218,0.06953335,0.0008805385,-0.05007547,-0.022802532,49.26109,300.33228,4.6347723,0.10183373,300.3215,101014.44,-0.023937128
2009-11-01,-5.445592,-2.6045332,-2.5448236,6.270092,300.14502,0.06842899,0.00090293656,-0.06008786,-0.025636375,49.26101,300.5818,5.0076313,0.09947461,300.57428,100901.0,-0.026798606
2009-12-01,-6.473509,-3.2462263,-3.2331772,7.474469,298.95886,0.07989597,0.0009904099,-0.08243775,-0.03966421,49.26105,298.99768,5.161316,0.09237189,298.97818,101127.0,-0.036855847
2010-01-01,-6.5715322,-3.4577198,-3.453762,7.708987,298.17493,0.09117508,0.0010097178,-0.08619875,-0.042624712,49.260696,298.0775,5.0407524,0.0827186,298.06403,101186.875,-0.03873009
2010-02-01,-5.9617558,-3.0846395,-3.1419458,7.1222258,297.80273,0.09489536,0.00095126056,-0.07845384,-0.036856472,49.261284,297.14435,5.131053,0.044812948,297.15482,101006.69,-0.033913087
2010-03-01,-6.0777836,-3.2400808,-3.2292223,7.314045,299.3192,0.10595989,0.000972033,-0.08529216,-0.040992677,49.26074,299.24292,4.9116497,0.039931126,299.25623,101001.25,-0.03699762
2010-04-01,-4.733507,-2.8679247,-2.8845072,5.984831,299.48474,0.056937218,0.0008925181,-0.049668908,-0.028396964,49.2614,299.29297,5.103241,0.17623627,299.3009,101040.81,-0.028987348
2010-05-01,-4.2671785,-2.2615652,-2.261733,5.4286203,299.7141,0.057089806,0.00085479906,-0.041706026,-0.02082783,49.261402,299.55823,4.4516144,0.20196766,299.5677,101105.75,-0.022147242
2010-06-01,-3.2326784,-1.2460756,-1.2078972,4.1736984,300.0725,0.038535118,0.0007847103,-0.02541536,-0.009069946,49.261047,300.70667,4.548196,0.19665992,300.71713,101242.56,-0.012052517
2010-07-01,-3.1414804,-0.95815945,-0.94084644,4.4990864,299.92743,0.040255547,0.000801567,-0.025707781,-0.0076809227,49.261127,300.61255,4.483164,0.20272297,300.61655,101221.125,-0.010146394
2010-08-01,-1.666893,0.6106737,0.5705389,3.512803,300.57703,0.05231762,0.00074400357,-0.010716021,0.0037109852,49.261208,301.63696,4.533781,0.18403119,301.65588,101163.19,0.001518646
2010-09-01,-1.985362,-0.028646767,-0.038215518,3.6754227,300.88782,0.033966064,0.00076738535,-0.014748633,-0.00046462938,49.261284,302.2118,5.7312317,0.22151273,302.2054,101022.56,-0.0035333
2010-10-01,-3.1143322,-1.1016026,-1.0478516,4.5033274,300.97412,0.054620743,0.00081439596,-0.028702319,-0.009076074,49.2607,302.4098,4.5910873,0.108835876,302.40604,101004.56,-0.012199964
2010-11-01,-4.0320168,-1.9268589,-1.838417,5.0338383,300.07373,0.027378082,0.00085802004,-0.044231772,-0.019310057,49.261284,301.7627,6.1219273,0.1975252,301.74994,100938.44,-0.022338204
2010-12-01,-5.540513,-2.7516718,-2.6701574,6.3378515,299.3114,0.047819138,0.00092736934,-0.058497787,-0.026739001,49.260933,300.281,5.665001,0.16974819,300.25912,100989.375,-0.029690672
2011-01-01,-6.214463,-3.0919456,-3.0597935,7.1606693,298.38428,0.05731678,0.0009785607,-0.07279736,-0.03476596,49.26066,298.68457,5.0451517,0.14198893,298.66275,101124.5,-0.034489714
2011-02-01,-6.428631,-3.8333216,-3.8337545,7.7072935,297.62854,0.068164825,0.0010300577,-0.0803861,-0.046355605,49.260582,297.53937,4.9542065,0.1699025,297.52728,101228.94,-0.043054268
2011-03-01,-5.5979805,-3.686637,-3.6599436,6.9258556,297.87256,0.05751705,0.00097519555,-0.060778737,-0.037987173,49.261166,297.974,4.8454294,0.2450856,297.9828,101206.5,-0.03918165
2011-04-01,-5.28249,-3.1819859,-3.186039,6.431571,298.34998,0.06525326,0.0009272194,-0.05827117,-0.031753242,49.261013,298.201,4.574459,0.21884316,298.2297,101141.19,-0.030880228
2011-05-01,-3.2359533,-1.4280281,-1.3828115,4.383402,299.9181,0.046977997,0.0007902093,-0.02711767,-0.010077257,49.260735,300.2785,4.8200417,0.22596246,300.2859,101042.75,-0.01334995
2011-06-01,-4.293317,-1.6432028,-1.6106472,5.322068,299.9823,0.06041622,0.0008509492,-0.04251343,-0.015447315,49.260582,300.38867,4.3020544,0.17084223,300.37033,101167.625,-0.01676162
2011-07-01,-3.445838,-1.5930681,-1.5661154,4.552908,299.41614,0.03714657,0.0008066499,-0.028579831,-0.012106027,49.261208,299.67908,4.356208,0.13327199,299.69836,101183.625,-0.014546696
2011-08-01,-2.7288742,-0.5412874,-0.5236809,4.067375,300.37146,0.05525112,0.000777059,-0.021615505,-0.0039781183,49.261127,301.10095,4.4090834,0.12033498,301.11444,101145.81,-0.006948605
2011-09-01,-2.5238142,-0.35643458,-0.34065664,4.2303696,300.8457,0.05346203,0.00078608794,-0.0208897,-0.0026690476,49.260544,301.84705,4.770672,0.11517316,301.85315,101146.56,-0.0054075792
2011-10-01,-3.9559412,-2.1423464,-2.0517845,5.0981903,299.91003,0.04924965,0.00084374147,-0.038026035,-0.017084718,49.2607,300.97913,4.8539114,0.15808207,300.97894,100979.44,-0.020033091
2011-11-01,-3.8653765,-1.7247047,-1.6427975,4.824952,300.10352,0.034768105,0.00083191507,-0.035173297,-0.013938367,49.260815,301.39807,5.6128483,0.16229576,301.38663,100947.44,-0.017605238
2011-12-01,-5.941085,-2.7796888,-2.712698,6.709773,299.17236,0.043743134,0.0009497402,-0.06813258,-0.0296157,49.261364,299.93713,5.2443666,0.18424076,299.89725,101108.69,-0.031099275
2012-01-01,-6.5377417,-3.4082365,-3.4134836,7.5557985,297.68335,0.05502224,0.0010197477,-0.07616937,-0.039324462,49.260582,297.58203,4.7462654,0.21653938,297.55417,101298.0,-0.038673617
2012-02-01,-6.44289,-3.7334232,-3.7714376,7.730033,297.22986,0.07520485,0.00104043,-0.077999234,-0.045099556,49.260544,296.84308,4.788968,0.15098768,296.8484,101250.31,-0.04217216
