"","time_month","time.x","X10m_u_component_of_wind","X10m_v_component_of_neutral_wind","X10m_v_component_of_wind","X10m_wind_speed","X2m_temperature","benjamin_feir_index","coefficient_of_drag_with_waves","instantaneous_eastward_turbulent_surface_stress","instantaneous_northward_turbulent_surface_stress","lake_mix_layer_depth","lake_mix_layer_temperature","mean_wave_period","medium_cloud_cover","sea_surface_temperature","surface_pressure","v_component_stokes_drift","time.y","clear_sky_direct_solar_radiation_at_surface","evaporation","instantaneous_10m_wind_gust","instantaneous_large_scale_surface_precipitation_fraction","large_scale_precipitation","mean_evaporation_rate","mean_runoff_rate","mean_total_precipitation_rate","northward_turbulent_surface_stress","runoff","sub_surface_runoff","surface_runoff","surface_sensible_heat_flux","total_precipitation","O2_ml_L","O2_umol_kg","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH","Alkalinity_mol_kg","Alkalinity_umol_kg","TCO2","fCO2","pH_corrected","TCO2_corrected","fCO2_corrected","Salinity_bottles","Salinity_CTD","Temperature","Sigma_t","TPP","PIP","POC_ug_kg","PON_ug_kg","POC_ug_L","PN_ug_L","C_N_particulate","DON","DOP","DOC","TOC","PrimaryProductivity","Chlorophyll","Phaeopigments","Total_Prokaryotes","Bact_Biomass_mgC_m3","Bact_Biomass_uMC"
"244","06-2012",2012-06-03 07:33:20,-4.8056526,-2.1667223,-2.1491003,5.5824337,299.1631,0.053092003,0.00086094975,-0.046775877,-0.01895225,49.260464,299.11865,4.341631,0.15835595,299.10312,101306.25,-0.020130206,2012-06-03 01:33:20,21840144,-0.0016969889,7.332102,0.10211182,0.0001926714,-1.9640705e-05,0,3.44592e-06,-1619.6116,0,0,0,93957,0.0002978856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","06-2013",2013-06-03 07:33:20,-5.204397,-2.7364922,-2.7507248,6.220298,298.68982,0.05968952,0.0009050525,-0.055802345,-0.027240515,49.260696,298.48004,4.4478016,0.17242026,298.48273,101266.69,-0.027306926,2013-06-03 01:33:20,21767200,-0.001350486,8.037657,0.13209534,0.0003174617,-1.563107e-05,0,7.0916894e-06,-2373.7188,0,0,0,248895,0.0006130473,3.7519187655083,163.442811563442,NA,NA,NA,0.180517344956027,0.155023067824951,3.22681791293112,0.196187238224795,1.7627083795491,7.98209414326734,0.0024237146134879,2423.7146134879,2135.56000112466,460.052189031657,7.99395006953725,2128.48939840135,445.110987798779,36.8659825418123,36.8687637126477,23.2392667913504,25.2749570286143,34.7816099975971,7.84579106949188,89.688883203361,12.5743433163649,8.36775090836223,87.5269892636708,12.2712478001524,NA,NA,72.9530244796131,NA,0.441708923166241,0.230975972456827,0.330583493889355,3.52016290189916,11.4850603846607,0.957097716962958
"246","06-2014",2014-06-03 07:33:20,-5.9452143,-3.1452274,-3.2067823,7.057207,298.56433,0.077236176,0.0009574103,-0.07282913,-0.03630662,49.26136,298.06622,4.4425697,0.123590544,298.07562,101268.75,-0.03263566,2014-06-03 01:33:20,21919120,-0.0011972603,9.199067,0.09767151,0.00015954005,-1.3857483e-05,0,2.433097e-06,-3259.7227,0,0,0,562956,0.00021097314,3.56592348872783,155.266972052241,NA,NA,NA,0.597349413654031,0.265711914481713,4.36513500364701,0.27592742818036,4.38585866618276,7.95127143258173,0.00241638412879199,2416.38412879199,2146.65182695207,493.320207467729,7.96233163920795,2140.30186721296,478.489058223615,36.8676668122953,36.8745613056783,22.915747728199,25.3775288719921,62.1435036065287,19.7426978500614,120.649636888147,16.8397626680726,8.54420946470996,117.74127235806,16.4338415122671,NA,NA,59.8487862339188,NA,1.49898698260603,0.284053582361186,0.44628520085539,2.33014381262591,7.60235694955991,0.633515759007263
"247","06-2015",2015-06-03 07:33:20,-6.1201086,-3.169404,-3.2349873,7.141946,298.50977,0.07225132,0.0009540166,-0.071795404,-0.03559631,49.26136,297.99384,4.462656,0.15464824,297.98492,101337.81,-0.032377698,2015-06-03 01:33:20,21890032,-0.0012239821,9.225968,0.108947754,0.00015441747,-1.4166333e-05,0,2.7067945e-06,-3193.2578,0,0,0,582338,0.00023356889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","06-2016",2016-06-03 07:33:20,-5.061041,-2.3031063,-2.28895,5.8016815,299.4027,0.052660942,0.00087077776,-0.04868716,-0.020272352,49.261204,299.46497,4.3879137,0.1697703,299.46164,101397.375,-0.02162541,2016-06-03 01:33:20,21765856,-0.0017921838,7.530221,0.12187195,0.0003148248,-2.0743624e-05,0,7.0288625e-06,-1763.7913,0,0,0,39517,0.00060644763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","06-2017",2017-06-03 07:33:20,-4.675603,-2.3927288,-2.423092,5.693883,298.84802,0.045998573,0.00087068137,-0.04505807,-0.021155,49.261127,298.53497,4.5716896,0.19769108,298.53516,101259.875,-0.022647288,2017-06-03 01:33:20,21595600,-0.0010641122,7.356579,0.19113159,0.0006498913,-1.2315664e-05,0,1.4826696e-05,-1862.3086,0,0,0,281402,0.0012787725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","06-2018",2018-06-03 07:33:20,-5.207856,-2.4827204,-2.5761232,6.3410225,298.15002,0.06647396,0.00090730656,-0.057759583,-0.027390718,49.26136,297.37054,4.4785786,0.18771237,297.36444,101373.06,-0.026524153,2018-06-03 01:33:20,21775296,-0.00075296545,8.244489,0.16314697,0.00076496694,-8.7142835e-06,0,1.4024637e-05,-2435.2422,0,0,0,730523,0.0012108386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","06-2019",2019-06-03 07:33:20,-5.334013,-2.566558,-2.5707989,6.243203,299.51514,0.06633282,0.0009037573,-0.057476282,-0.026257992,49.261204,299.43262,4.4516497,0.19265884,299.4206,101347.375,-0.02579705,2019-06-03 01:33:20,21775776,-0.001961945,8.272641,0.10757446,0.0003944792,-2.2707187e-05,0,7.983236e-06,-2396.129,0,0,0,211758,0.0006885349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","06-2020",2020-06-03 07:33:20,-5.139187,-2.6183386,-2.6617537,6.192157,299.20325,0.066464424,0.0008995454,-0.053560436,-0.026256382,49.261364,298.82855,4.254614,0.12539554,298.82855,101281.81,-0.025821723,2020-06-03 01:33:20,21933168,-0.0012972183,7.724477,0.10699463,0.0002827289,-1.5012134e-05,0,7.880894e-06,-2138.5742,0,0,0,378882,0.00067961216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","07-1979",1979-07-03 07:33:20,-4.2660885,-1.751894,-1.7113676,5.1444387,299.39563,0.03996563,0.0008440027,-0.041433096,-0.015301265,49.260544,299.8404,4.275653,0.15548146,299.84598,101353.25,-0.017131943,1979-07-03 01:33:20,21246656,-0.0022555813,7.036455,0.15992737,0.00037790817,-2.6106412e-05,0,1.0913131e-05,-1405.1931,0,0,0,-218050,0.0009418486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","07-1980",1980-07-03 07:33:20,-3.867734,-1.6134415,-1.5647669,4.749193,299.53125,0.037988663,0.00082168146,-0.033777654,-0.012901265,49.261127,300.11823,4.101448,0.12603694,300.1363,101284.875,-0.015252706,1980-07-03 01:33:20,21207296,-0.0023036376,6.7000895,0.1559143,0.00026102393,-2.6664507e-05,0,1.4048383e-05,-1207.3762,0,0,0,-288664,0.0012140346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","07-1981",1981-07-03 07:33:20,-3.130602,-0.85113907,-0.8466797,4.3731556,299.1073,0.041254044,0.00079314667,-0.024673104,-0.0068016797,49.260777,299.49634,4.1533585,0.1719653,299.51407,101317.31,-0.008813497,1981-07-03 01:33:20,21218368,-0.0018611364,5.9932766,0.16767883,0.00026681548,-2.1537824e-05,0,1.1533852e-05,-583.8606,0,0,0,-168907,0.000996111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","07-1982",1982-07-03 07:33:20,-4.6970205,-2.4370308,-2.439396,5.583087,298.4674,0.049412727,0.0008610573,-0.04333192,-0.020714458,49.261047,298.35352,4.150049,0.13260384,298.37918,101280.81,-0.021904122,1982-07-03 01:33:20,19407440,-0.0012855716,7.2364397,0.12045288,0.0001493263,-1.4877762e-05,0,3.818005e-06,-1838.4814,0,0,0,154757,0.000330689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","07-1983",1983-07-03 07:33:20,-4.4937677,-2.1097803,-2.0977678,5.270295,299.18408,0.0401659,0.0008413729,-0.040354073,-0.016688086,49.26062,299.14777,4.271022,0.11433703,299.13522,101212.875,-0.019007735,1983-07-03 01:33:20,20461040,-0.0014333017,6.812584,0.100753784,0.00012032996,-1.6591192e-05,0,3.066788e-06,-1473.3616,0,0,0,73196,0.00026589265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","07-1984",1984-07-03 07:33:20,-4.4395256,-2.212551,-2.184269,5.4629087,298.5796,0.041477203,0.0008623309,-0.041501164,-0.019241728,49.260895,298.78668,4.2521,0.13335907,298.7876,101221,-0.020562697,1984-07-03 01:33:20,21089616,-0.0017200969,7.187954,0.13781738,0.0003322718,-1.9909377e-05,0,9.130039e-06,-1712.4414,0,0,0,-59715,0.0007885471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","07-1985",1985-07-03 07:33:20,-4.3283253,-1.8916588,-1.852274,5.208194,298.90198,0.045218468,0.00084865047,-0.041897476,-0.016983178,49.26109,299.43433,4.257539,0.109101,299.44745,101297.94,-0.018902104,1985-07-03 01:33:20,21147984,-0.0021329266,7.05447,0.16090393,0.00026680736,-2.468907e-05,0,1.885627e-05,-1481.8108,0,0,0,-254840,0.001628228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","07-1986",1986-07-03 07:33:20,-4.774847,-2.2372084,-2.2057333,5.6466703,298.77026,0.048770905,0.00087532494,-0.047037423,-0.020380475,49.261166,299.06018,4.136526,0.1354295,299.07166,101438.25,-0.021178782,1986-07-03 01:33:20,21171664,-0.0019308105,7.49205,0.14576721,0.00021592167,-2.2346969e-05,0,8.397845e-06,-1803.352,0,0,0,-95980,0.00072781206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","07-1987",1987-07-03 07:33:20,-5.34741,-2.5469198,-2.499628,6.1248617,299.44226,0.0488863,0.00089862756,-0.054612756,-0.023466583,49.26062,299.79144,4.217183,0.17722833,299.7865,101142.375,-0.02389596,1987-07-03 01:33:20,21038944,-0.0020565242,7.919668,0.15626526,0.00029909372,-2.3802335e-05,0,7.210284e-06,-1987.8994,0,0,0,-186168,0.0006238192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","07-1988",1988-07-03 07:33:20,-3.5042028,-1.3595238,-1.3215189,4.676697,299.49243,0.04242134,0.00081572006,-0.030944467,-0.011310469,49.26074,300.27783,4.2561026,0.13670456,300.28613,101333.31,-0.013309747,1988-07-03 01:33:20,21293744,-0.002368752,6.4252377,0.17144775,0.00033244182,-2.7418282e-05,0,1.369253e-05,-968.37476,0,0,0,-391218,0.0011818723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","07-1989",1989-07-03 07:33:20,-4.1318083,-1.902731,-1.8836031,5.2113714,298.8651,0.045018196,0.00084638735,-0.03669387,-0.01547138,49.260544,299.0042,4.154601,0.1741721,299.0044,101341.44,-0.017184567,1989-07-03 01:33:20,21416032,-0.0016087927,6.781064,0.15760803,0.0004000151,-1.8621038e-05,0,1.1109723e-05,-1312.0742,0,0,0,-21867,0.00095877727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","07-1990",1990-07-03 07:33:20,-3.7769194,-1.7121964,-1.7012777,5.099552,298.99524,0.04696846,0.00084406394,-0.036785364,-0.01633975,49.261127,299.36554,4.1404305,0.13804746,299.39038,101323.81,-0.017129544,1990-07-03 01:33:20,21363328,-0.0017950609,6.9036684,0.16763306,0.00030863122,-2.07743e-05,0,1.1910749e-05,-1428.1111,0,0,0,-149747,0.001028613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","07-1991",1991-07-03 07:33:20,-4.7539234,-2.544486,-2.5255957,5.7126207,298.81836,0.045661926,0.00088102603,-0.045780182,-0.023008943,49.26136,298.8952,4.177231,0.12137597,298.90005,101334.625,-0.023331728,1991-07-03 01:33:20,20668960,-0.0014597576,7.2910547,0.14027405,0.0002120258,-1.6892474e-05,0,6.7303654e-06,-1947.4336,0,0,0,32727,0.0005827863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","07-1992",1992-07-03 07:33:20,-4.640089,-2.3232222,-2.2883615,5.6047153,298.95923,0.046855927,0.00086748716,-0.045232892,-0.020283956,49.260777,299.1819,4.3379097,0.12233856,299.18112,101359.875,-0.021601085,1992-07-03 01:33:20,20247328,-0.0018658265,7.3357563,0.10748291,0.00015579708,-2.1596774e-05,0,5.02647e-06,-1728.6423,0,0,0,-62874,0.00043558492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","07-1993",1993-07-03 07:33:20,-4.7215548,-2.4714317,-2.4281702,5.7098074,299.23645,0.046531677,0.00087815523,-0.046778858,-0.022754133,49.261284,299.52386,4.4459314,0.10464018,299.5367,101287.25,-0.023847431,1993-07-03 01:33:20,21354688,-0.0019428283,7.494012,0.1081543,0.0002182947,-2.2487657e-05,0,7.251344e-06,-1974.3203,0,0,0,-103505,0.00062748184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","07-1994",1994-07-03 07:33:20,-5.479473,-2.7358265,-2.7204847,6.477542,298.60938,0.049855232,0.00092469575,-0.060094655,-0.028517246,49.261208,298.7296,4.4746485,0.1760189,298.73602,101337.75,-0.02785499,1994-07-03 01:33:20,21316272,-0.001849056,8.377802,0.17430115,0.00045940728,-2.1399654e-05,0,9.2190585e-06,-2453.0156,0,0,0,17917,0.0007960615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","07-1995",1995-07-03 07:33:20,-3.8415995,-1.9991226,-1.9532194,4.8993244,299.35736,0.03909111,0.0008298983,-0.03302425,-0.015995968,49.261364,299.7879,4.468482,0.13589907,299.80643,101191.75,-0.018729966,1995-07-03 01:33:20,21481232,-0.0019419305,6.787219,0.14833069,0.00023834968,-2.2475273e-05,0,1.1724991e-05,-1427.116,0,0,0,-208656,0.0010138301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","07-1996",1996-07-03 07:33:20,-3.6957445,-1.6957397,-1.6473093,4.7338877,299.17078,0.033102036,0.0008234093,-0.033497274,-0.013707552,49.260895,299.6997,4.6759443,0.17855895,299.71393,101356.19,-0.016807035,1996-07-03 01:33:20,21400928,-0.002084624,6.4138603,0.19192505,0.00085006515,-2.4126479e-05,0,2.2371634e-05,-1154.3889,0,0,0,-256207,0.0019330345,3.3222553734547,144.735833561546,5.83289831563387,0.330318455414219,2.5193666368434,NA,NA,NA,NA,NA,7.98135081388986,0.00241333793547136,2413.33793547136,2129.19913142808,464.189944968892,7.98769520649888,2125.50524577209,456.202225720936,36.8599471788488,NA,23.35139567433,25.2329229081573,NA,NA,80.1293341009582,11.6248452561559,8.06893793512792,78.1978095427964,11.3446423684185,NA,NA,69.4060831161422,NA,0.815817700160008,0.251017977775911,0.310032992310784,NA,NA,NA
"271","07-1997",1997-07-03 07:33:20,-4.155818,-2.0470276,-2.0600595,5.0935116,298.76184,0.036269188,0.0008319956,-0.036522985,-0.016186748,49.260895,298.47083,4.3416033,0.1753186,298.47845,101327.44,-0.018263679,1997-07-03 01:33:20,21475232,-0.0011394173,6.772707,0.14222717,0.00024689763,-1.3188241e-05,0,5.172915e-06,-1457.6326,0,0,0,205980,0.00044579903,3.41837855791293,148.844832372954,8.92554653551266,0.395966936833951,3.20824092190877,NA,NA,NA,NA,NA,7.97197694780866,0.00240504827954284,2405.04827954284,2125.36911669636,448.909947599243,7.97743892168673,2122.21301507997,442.210171038055,36.9440920586728,36.9398104799845,21.902957460418,25.7171798249753,NA,NA,60.0320698963842,7.03410458637276,9.37546355796486,58.5850984286828,6.86454796336388,NA,NA,NA,NA,0.622079215188424,0.163822406548473,0.221011218192983,2.07914147851788,6.78346592018185,0.565264837716417
"272","07-1998",1998-07-03 07:33:20,-4.2630825,-2.0157356,-1.9831953,5.098542,299.45764,0.04210663,0.0008424232,-0.03706503,-0.016257133,49.260544,299.7555,4.3787155,0.15427071,299.77182,101304.94,-0.018805437,1998-07-03 01:33:20,21552048,-0.0018389709,6.943021,0.14402771,0.00028200034,-2.1284111e-05,0,9.108396e-06,-1473.5952,0,0,0,-137590,0.0007879371,3.20240758017994,139.451897779313,NA,NA,NA,0.00280564790390362,0.100970472681714,6.1210189372163,0.407105064548247,2.39761997107655,7.94686606925288,0.00241614538668838,2416.14538668838,2148.731669936,476.912960757605,7.9530697711833,2145.20145539978,468.869371795163,36.8360506100491,36.831248576901,21.750915949772,25.6735550988312,NA,NA,85.1877229742576,11.232246714853,9.74930101436179,83.1341218211867,10.9615041577696,NA,NA,68.1381142367482,NA,0.364593374196601,0.221551724109685,0.284236833403797,NA,NA,NA
"273","07-1999",1999-07-03 07:33:20,-3.5261917,-1.6710653,-1.6408329,4.52376,298.99103,0.029623985,0.0008051987,-0.027403116,-0.012027882,49.261402,299.3769,4.3239574,0.12993276,299.39127,101332.19,-0.014928687,1999-07-03 01:33:20,21599840,-0.0016926851,6.216902,0.1665802,0.00035462965,-1.9589424e-05,0,1.7857872e-05,-1053.9556,0,0,0,-161081,0.0015418734,3.63893355499874,158.496504749203,NA,NA,NA,0.19108702253531,0.209028023852854,4.06297498508816,0.279094611884252,2.74625521092853,7.98878592876759,0.00241973680881795,2419.73680881795,2127.8820108609,439.311655337725,7.99974538282277,2121.30342832754,426.079148355722,36.8667706741301,36.86360350563,22.6142659417711,25.4503313654652,NA,NA,103.117070569102,17.6009616065234,7.33139849728579,100.631429659105,17.1767093302155,NA,NA,116.179737838082,NA,0.956155495968348,0.335665688148535,0.393334476350917,3.41102896203655,11.128954171787,0.927384928369961
"274","07-2000",2000-07-03 07:33:20,-4.6608133,-2.5216732,-2.5158834,5.744302,298.6505,0.05012989,0.000884847,-0.044547856,-0.023153007,49.260777,298.7052,4.1731234,0.12094122,298.72122,101256.94,-0.023508925,2000-07-03 01:33:20,21744816,-0.0016102563,7.619981,0.12365723,0.00020118752,-1.863511e-05,0,9.5232745e-06,-2065.5469,0,0,0,53272,0.00082223676,3.24206333331903,141.147180796144,NA,NA,NA,0.0554534288017174,0.0645336183166152,7.33694596002076,0.38594930842829,2.67953628814522,7.94926064061518,0.00242535408290095,2425.35408290095,2161.75355932095,474.620678036983,7.95549335722149,2152.55588173747,455.281649528588,36.8168846842752,36.816315571,20.9918418449716,25.8765224820779,NA,NA,84.6997004785734,30.5708199971631,7.02170299851519,82.6581071718043,29.8339692593375,NA,NA,136.809510853962,NA,NA,NA,NA,1.47797091773772,4.822166157057,0.401846939836892
"275","07-2001",2001-07-03 07:33:20,-4.5421753,-2.220993,-2.220644,5.4645844,298.9784,0.045340538,0.0008574135,-0.042127073,-0.019374922,49.26097,298.99634,4.3690233,0.13391846,299.0172,101287.31,-0.020956337,2001-07-03 01:33:20,21669296,-0.0016646311,7.240059,0.12359619,0.00014602992,-1.9267187e-05,0,6.6150105e-06,-1688.9011,0,0,0,82470,0.00057091494,3.3688117721109,146.673501633021,NA,NA,NA,0.173929262677506,0.249023446950635,5.84617714919673,0.368780278178087,2.3437507915996,NA,NA,NA,NA,NA,NA,NA,NA,36.8510062051769,36.8393734691521,21.4594396433536,25.7606654361784,NA,NA,128.286397526969,22.4036637359774,6.854117188394,125.194139863294,21.8636161679508,NA,NA,NA,NA,1.06325700161747,0.387863847768604,0.526659908911088,8.51425363972768,27.7789542725856,2.31491725482194
"276","07-2002",2002-07-03 07:33:20,-4.8579235,-2.59052,-2.6061602,5.809396,298.7273,0.047664642,0.0008833448,-0.047142804,-0.023899198,49.261246,298.5276,4.3615074,0.1652031,298.54834,101356.19,-0.024591483,2002-07-03 01:33:20,21572560,-0.001259472,7.6738176,0.1391449,0.00022616098,-1.4578574e-05,0,4.4044627e-06,-2155.1758,0,0,0,221545,0.0003796902,2.98877371860347,130.115634817715,9.50812220646446,0.00397924335919606,6.01699728369075,0.0676012884368795,0.116683736216595,7.86640333398657,0.485319451763238,3.96819494352369,7.93683495111028,0.00239533655976821,2395.33655976821,2135.5038897024,468.615539395469,7.94217877902721,2132.77616470449,462.290292687708,36.8248493070426,36.816740731819,20.9256804858835,25.8941018414366,NA,NA,90.961690002903,11.9489325067419,8.83999865107916,88.7691316447686,11.6609011562461,NA,NA,NA,NA,1.51198163775356,0.387667520874776,0.449777515255947,0.270907148038071,0.883908884856141,0.0736616006898837
"277","07-2003",2003-07-03 07:33:20,-3.7363405,-1.7871742,-1.7590599,4.748062,298.9314,0.030812263,0.00082325307,-0.0332942,-0.014952503,49.260933,299.22205,4.6627207,0.19207019,299.21475,101338.81,-0.017926611,2003-07-03 01:33:20,21368880,-0.0016229572,6.417101,0.20141602,0.0003049859,-1.8785038e-05,0,1.014737e-05,-1274.6746,0,0,0,-119007,0.0008755026,3.77187311195828,164.254144439272,3.81783662899991,0.0708641817775605,1.76589173823653,0.144371413506913,0.102180775191279,3.64374958440181,0.224673684676674,1.67484549409228,7.99818345777733,0.00241674777299563,2416.74777299563,2119.6478022961,421.672380028792,8.00393004346457,2116.19069644144,414.898621779256,36.9222222183955,36.9189713774873,22.2773498570214,25.5915294494841,NA,NA,69.623739655307,11.3613225624169,7.44850639361135,67.9455016681484,11.0874611740455,NA,NA,NA,NA,0.411301341713905,0.241818035449262,0.343746361889782,2.33311938207774,7.61215316346581,0.63432647984203
"278","07-2004",2004-07-03 07:33:20,-3.511713,-1.7173834,-1.6960583,4.607603,298.99207,0.03872013,0.00081538665,-0.03125161,-0.014233973,49.261127,299.23193,4.2992783,0.14760226,299.2451,101252.625,-0.016735584,2004-07-03 01:33:20,21610016,-0.0015186816,6.13179,0.1592102,0.0002530114,-1.7577739e-05,0,1.26663745e-05,-1156.9268,0,0,0,-74911,0.0010947364,3.30918471589124,144.10670794509,NA,NA,NA,0.15791718826393,0.265891647115512,5.63400885936572,0.33044911487138,2.45888147435272,7.96072576818685,0.00241920698549881,2419.20698549881,2143.44893106977,460.364162592042,7.96631141081427,2140.26947875362,453.417443174891,36.8519757246087,36.8506011634051,21.8556794157662,25.6541947301839,NA,NA,100.128165546031,12.5306020405577,9.69006116508381,97.7146307263198,12.2285650144234,5.11563152553336,0.140841404161043,NA,NA,0.948521087796821,0.39231632665067,0.424698760604236,6.7730011543029,22.0978438504422,1.84148559162818
"279","07-2005",2005-07-03 07:33:20,-2.0914001,-0.23842394,-0.24562335,3.7531042,299.59045,0.05796051,0.00076105376,-0.014750123,-0.0015226081,49.261402,299.9555,4.1580534,0.2042678,299.95367,101295.125,-0.0038748176,2005-07-03 01:33:20,21483616,-0.0017413497,5.1449347,0.16194153,0.00042473985,-2.0155989e-05,0,1.45689955e-05,-147.0669,0,0,0,-176413,0.001257122,3.62557572287799,157.958572163134,NA,NA,NA,0.103660532764097,0.0958475136839444,3.61227059775568,0.240803937981618,1.82364101934392,7.99382962458833,0.00241802506889933,2418.02506889933,2119.00854669594,449.453897575379,7.99919829920216,2115.74709983687,442.725265052297,36.8639972168249,36.8961410773818,23.39710056159,25.2437220251042,NA,NA,69.9590784138391,11.2006253581866,7.33991628383064,68.2727530756348,10.9306363412182,6.55293878545188,0.0161476216406186,78.4690334231074,NA,0.800973346264428,0.224642298878606,0.317611799413851,2.96445754227681,9.6720322153853,0.80598750477011
