"","taxon","taxon_group","group"
"724","Protoperidinium_rotundatu","Protoperidinium_rotundatu","DINOFLAGELLATES"
"725","Protoperidinium_steinii","Protoperidinium_steinii","DINOFLAGELLATES"
"726","Protoperidinium_volzii","Protoperidinium_volzii","DINOFLAGELLATES"
"727","Prymnesiophyte","Prymnesiophyte","OTHERS"
"728","Pseliodinium_vaubanii","Pseliodinium_vaubanii","DINOFLAGELLATES"
"729","Pseudoeunotia_doliolus","Pseudoeunotia_doliolus","DIATOMS"
"730","Pseudoguinardia_recta","Pseudoguinardia_recta","DIATOMS"
"731","Pseudonitzs_cf._lineola","Pseudonitzs_cf._lineola","DIATOMS"
"732","Pseudonitzs_pseudodeli","Pseudonitzs_pseudodeli","DIATOMS"
"733","Pseudonitzs_pseudodelicatissima","Pseudonitzs_pseudodelicatissima","DIATOMS"
"734","Pseudonitzscchia_pseudodelicatissima","Pseudonitzscchia_pseudodelicatissima","DIATOMS"
"735","Pseudonitzschia_cf._lineola","Pseudonitzschia_cf._lineola","DIATOMS"
"736","Pseudonitzschia_lineola","Pseudonitzschia_lineola","DIATOMS"
"737","Pseudonitzschia_pseudodeliatissima","Pseudonitzschia_pseudodeliatissima","DIATOMS"
"738","Pseudonitzschia_pseudodelicati","Pseudonitzschia_pseudodelicati","DIATOMS"
"739","Pseudonitzschia_pseudodelicatissima","Pseudonitzschia_pseudodelicatissima","DIATOMS"
"740","Pseudonitzschia_punge","Pseudonitzschia_punge","DIATOMS"
"741","Pseudonitzschia_pungens","Pseudonitzschia_pungens","DIATOMS"
"742","Pseudonitzschia_seriata","Pseudonitzschia_seriata","DIATOMS"
"743","Pseudonitzschia_sp","Pseudonitzschia_sp","DIATOMS"
"744","Pseudonitzschia_sp.","Pseudonitzschia_sp.","DIATOMS"
"745","Pseudonitzschia_subfrau","Pseudonitzschia_subfrau","DIATOMS"
"746","Pseudonitzschia_subfraudulenta","Pseudonitzschia_subfraudulenta","DIATOMS"
"747","Pseudonitzshia_pseudodelicatissima","Pseudonitzshia_pseudodelicatissima","DIATOMS"
"748","Pseudosolenia_calcaravis","Pseudosolenia_calcaravis","DIATOMS"
"749","Pyramimonas","Pyramimonas","OTHERS"
"750","Pyramimonas_sp.","Pyramimonas_sp.","OTHERS"
"751","Pyraminonas_sp.","Pyraminonas_sp.","OTHERS"
"752","Pyrocistis_elegans","Pyrocistis_elegans","DINOFLAGELLATES"
"753","Pyrocistis_obtusa","Pyrocistis_obtusa","DINOFLAGELLATES"
"754","Pyrocustis_(Disodinium)_gerbautii","Pyrocustis_(Disodinium)_gerbautii","DINOFLAGELLATES"
"755","Pyrocystis_(Disodinium)_gerbau","Pyrocystis_(Disodinium)_gerbau","DINOFLAGELLATES"
"756","Pyrocystis_(Disodinium)_gerbautii","Pyrocystis_(Disodinium)_gerbautii","DINOFLAGELLATES"
"757","Pyrocystis_hamulus","Pyrocystis_hamulus","DINOFLAGELLATES"
"758","Pyrocystis_lunula","Pyrocystis_lunula","DINOFLAGELLATES"
"759","Pyrocystis_noctiluca","Pyrocystis_noctiluca","DINOFLAGELLATES"
"760","Pyrocystis_robusta","Pyrocystis_robusta","DINOFLAGELLATES"
"761","Pyrodinium_(Disodinium)_gerbau","Pyrodinium_(Disodinium)_gerbau","DINOFLAGELLATES"
"762","Pyrodinium_(Disodinium)_gerbautii","Pyrodinium_(Disodinium)_gerbautii","DINOFLAGELLATES"
"763","Pyrodinium_bahamense","Pyrodinium_bahamense","DINOFLAGELLATES"
"764","Pyrophacus_horologiu","Pyrophacus_horologiu","DINOFLAGELLATES"
"765","RICHNESS","RICHNESS","TOTAL"
"766","Rhabdosphaera_claviger","Rhabdosphaera_claviger","COCCOLITHOPHORIDS"
"767","Rhisozolenia_acuminata","Rhisozolenia_acuminata","DIATOMS"
"768","Rhisozolenia_setigera","Rhisozolenia_setigera","DIATOMS"
"769","Rhisozolenia_settigera","Rhisozolenia_settigera","DIATOMS"
"770","Rhizosolenia_acicularis","Rhizosolenia_acicularis","DIATOMS"
"771","Rhizosolenia_acuminata","Rhizosolenia_acuminata","DIATOMS"
"772","Rhizosolenia_bergonii","Rhizosolenia_bergonii","DIATOMS"
"773","Rhizosolenia_bliliformis","Rhizosolenia_bliliformis","DIATOMS"
"774","Rhizosolenia_calcaravis","Rhizosolenia_calcaravis","DIATOMS"
"775","Rhizosolenia_castracaney","Rhizosolenia_castracaney","DIATOMS"
"776","Rhizosolenia_cylindrus","Rhizosolenia_cylindrus","DIATOMS"
"777","Rhizosolenia_delicatula","Rhizosolenia_delicatula","DIATOMS"
"778","Rhizosolenia_hebetata","Rhizosolenia_hebetata","DIATOMS"
"779","Rhizosolenia_hyalina","Rhizosolenia_hyalina","DIATOMS"
"780","Rhizosolenia_imbricata","Rhizosolenia_imbricata","DIATOMS"
"781","Rhizosolenia_robusta","Rhizosolenia_robusta","DIATOMS"
"782","Rhizosolenia_settigera","Rhizosolenia_settigera","DIATOMS"
"783","Rhizosolenia_sp","Rhizosolenia_sp","DIATOMS"
"784","Rhizosolenia_sp.","Rhizosolenia_sp.","DIATOMS"
"785","Rhizosolenia_styliformis","Rhizosolenia_styliformis","DIATOMS"
"786","Rhododmonas_sp.","Rhododmonas_sp.","OTHERS"
"787","Rhodomonas_marina","Rhodomonas_marina","OTHERS"
"788","Rhodomonas_sp","Rhodomonas_sp","OTHERS"
"789","Rhodomonas_sp.","Rhodomonas_sp.","OTHERS"
"790","SUBTOTAL","SUBTOTAL","OTHERS"
"791","Schizothrix_calcicola","Schizothrix_calcicola","CYANOBACTERIA"
"792","Schizothrix_sp.","Schizothrix_sp.","CYANOBACTERIA"
"793","Scripsiella_sp","Scripsiella_sp","DINOFLAGELLATES"
"794","Scripsiella_sp.","Scripsiella_sp.","DINOFLAGELLATES"
"795","Scripsiella_spinifera","Scripsiella_spinifera","DINOFLAGELLATES"
"796","Scripsiella_subsalsa","Scripsiella_subsalsa","DINOFLAGELLATES"
"797","Scripsiella_trochoidea","Scripsiella_trochoidea","DINOFLAGELLATES"
"798","Scripsiella_trocoidea","Scripsiella_trocoidea","DINOFLAGELLATES"
"799","Shroderella_delicatula","Shroderella_delicatula","OTHERS"
"800","Shroderella_sp.","Shroderella_sp.","DIATOMS"
"801","Shroredella_delicatula","Shroredella_delicatula","DIATOMS"
"802","Shroredella_sp.","Shroredella_sp.","DIATOMS"
"803","Siracolithus_quadriperforatus","Siracolithus_quadriperforatus","COCCOLITHOPHORIDS"
"804","Skeletonema_costatu","Skeletonema_costatu","DIATOMS"
"805","Small_centri_diato","Small_centri_diato","DIATOMS"
"806","Small_centric_diato","Small_centric_diato","DIATOMS"
"807","Sphaerodinium_javanicu","Sphaerodinium_javanicu","DINOFLAGELLATES"
"808","Staurastrum_sp.","Staurastrum_sp.","OTHERS"
"809","Stauroneis_constrictor","Stauroneis_constrictor","DIATOMS"
"810","Stephanopyxis_cf._Niponica","Stephanopyxis_cf._Niponica","DIATOMS"
"811","Stephanopyxis_cf._niponi","Stephanopyxis_cf._niponi","DIATOMS"
"812","Stephanopyxis_cf._niponica","Stephanopyxis_cf._niponica","DIATOMS"
"813","Stephanopyxis_palmeriana","Stephanopyxis_palmeriana","DIATOMS"
"814","Stephanopyxis_turris","Stephanopyxis_turris","DIATOMS"
"815","Streptotheca_thamensis","Streptotheca_thamensis","DIATOMS"
"816","Striatella_sp.","Striatella_sp.","DIATOMS"
"817","Striatella_unipunctata","Striatella_unipunctata","DIATOMS"
"818","Surirella_recedens","Surirella_recedens","DIATOMS"
"819","Synechococcus_sp","Synechococcus_sp","CYANOBACTERIA"
"820","Synechococcus_sp.","Synechococcus_sp.","CYANOBACTERIA"
"821","Synedra_affinis","Synedra_affinis","DIATOMS"
"822","Synedra_decipiens","Synedra_decipiens","DIATOMS"
"823","Synedra_fulgens","Synedra_fulgens","DIATOMS"
"824","Synedra_gaillonii","Synedra_gaillonii","DIATOMS"
"825","Synedra_hennedeyana","Synedra_hennedeyana","DIATOMS"
"826","Synedra_sp.","Synedra_sp.","DIATOMS"
"827","Syrachosphaera_pulchra","Syrachosphaera_pulchra","COCCOLITHOPHORIDS"
"828","Syracolithus_quadriperforatus","Syracolithus_quadriperforatus","COCCOLITHOPHORIDS"
"829","Syracosphaera_florida","Syracosphaera_florida","COCCOLITHOPHORIDS"
"830","Syracosphaera_hystrica","Syracosphaera_hystrica","COCCOLITHOPHORIDS"
"831","Syracosphaera_lamina","Syracosphaera_lamina","COCCOLITHOPHORIDS"
"832","Syracosphaera_pulchra","Syracosphaera_pulchra","COCCOLITHOPHORIDS"
"833","Syracosphaera_rotula","Syracosphaera_rotula","COCCOLITHOPHORIDS"
"834","Syracosphaera_sp.","Syracosphaera_sp.","COCCOLITHOPHORIDS"
"835","Syracosphaerra_florida","Syracosphaerra_florida","COCCOLITHOPHORIDS"
"836","Syraqcosphaera_florida","Syraqcosphaera_florida","COCCOLITHOPHORIDS"
"837","TOTAL_ABUNDANCE","TOTAL_ABUNDANCE","TOTAL"
"838","TOTAL_NUMBER_OF_SPECIES","TOTAL_NUMBER_OF_SPECIES","TOTAL"
"839","Teleaula_aculata","Teleaula_aculata","OTHERS"
"840","Teleaulax_aculata","Teleaulax_aculata","OTHERS"
"841","Teleaulax_aculeata","Teleaulax_aculeata","OTHERS"
"842","Teleaulax_sculeata","Teleaulax_sculeata","OTHERS"
"843","Teleaulax_sp.","Teleaulax_sp.","OTHERS"
"844","Tetraselmis_sp.","Tetraselmis_sp.","OTHERS"
"845","Thalasionema_bacillare","Thalasionema_bacillare","DIATOMS"
"846","Thalasionema_mediterran","Thalasionema_mediterran","DIATOMS"
"847","Thalasionema_mediterranea","Thalasionema_mediterranea","DIATOMS"
"848","Thalasiosira_gravida","Thalasiosira_gravida","DIATOMS"
"849","Thalasiosira_sp._Large","Thalasiosira_sp._Large","DIATOMS"
"850","Thalasiosira_subtilis","Thalasiosira_subtilis","DIATOMS"
"851","Thalasiothrix_mediterraneus","Thalasiothrix_mediterraneus","DIATOMS"
"852","Thalasiotrhrix_mediterran","Thalasiotrhrix_mediterran","DIATOMS"
"853","Thalassionema_bacillare","Thalassionema_bacillare","DIATOMS"
"854","Thalassionema_delicatula","Thalassionema_delicatula","DIATOMS"
"855","Thalassionema_frauenfeldianu","Thalassionema_frauenfeldianu","DIATOMS"
"856","Thalassionema_mediteraneu","Thalassionema_mediteraneu","DIATOMS"
"857","Thalassionema_mediterranea","Thalassionema_mediterranea","DIATOMS"
"858","Thalassionema_mediterraneu","Thalassionema_mediterraneu","DIATOMS"
"859","Thalassionema_nitzschi","Thalassionema_nitzschi","DIATOMS"
"860","Thalassionema_nitzschiodes","Thalassionema_nitzschiodes","DIATOMS"
"861","Thalassionema_nitzschioides","Thalassionema_nitzschioides","DIATOMS"
"862","Thalassionema_sp.","Thalassionema_sp.","DIATOMS"
"863","Thalassiosira_a","Thalassiosira_a","DIATOMS"
"864","Thalassiosira_aestivalis","Thalassiosira_aestivalis","DIATOMS"
"865","Thalassiosira_anguste-lineata","Thalassiosira_anguste-lineata","DIATOMS"
"866","Thalassiosira_angustilineata","Thalassiosira_angustilineata","DIATOMS"
"867","Thalassiosira_angustilline","Thalassiosira_angustilline","DIATOMS"
"868","Thalassiosira_b","Thalassiosira_b","DIATOMS"
"869","Thalassiosira_centralis","Thalassiosira_centralis","DIATOMS"
"870","Thalassiosira_cf._Pacifica","Thalassiosira_cf._Pacifica","DIATOMS"
"871","Thalassiosira_cf._pacifica","Thalassiosira_cf._pacifica","DIATOMS"
"872","Thalassiosira_cf.pacifica","Thalassiosira_cf.pacifica","DIATOMS"
"873","Thalassiosira_cf_pacifica","Thalassiosira_cf_pacifica","DIATOMS"
"874","Thalassiosira_decipiens","Thalassiosira_decipiens","DIATOMS"
"875","Thalassiosira_eccentrica","Thalassiosira_eccentrica","DIATOMS"
"876","Thalassiosira_gravida","Thalassiosira_gravida","DIATOMS"
"877","Thalassiosira_hyalina","Thalassiosira_hyalina","DIATOMS"
"878","Thalassiosira_nordeskioldii","Thalassiosira_nordeskioldii","DIATOMS"
"879","Thalassiosira_pequena","Thalassiosira_pequena","DIATOMS"
"880","Thalassiosira_rotula","Thalassiosira_rotula","DIATOMS"
"881","Thalassiosira_s._small","Thalassiosira_s._small","DIATOMS"
"882","Thalassiosira_small","Thalassiosira_small","DIATOMS"
"883","Thalassiosira_socialis","Thalassiosira_socialis","DIATOMS"
"884","Thalassiosira_sp","Thalassiosira_sp","DIATOMS"
"885","Thalassiosira_sp.","Thalassiosira_sp.","DIATOMS"
"886","Thalassiosira_sp._3","Thalassiosira_sp._3","DIATOMS"
"887","Thalassiosira_sp._3_peque","Thalassiosira_sp._3_peque","DIATOMS"
"888","Thalassiosira_sp._3_small","Thalassiosira_sp._3_small","DIATOMS"
"889","Thalassiosira_sp._Grande","Thalassiosira_sp._Grande","DIATOMS"
"890","Thalassiosira_sp._Large","Thalassiosira_sp._Large","DIATOMS"
"891","Thalassiosira_sp._a","Thalassiosira_sp._a","DIATOMS"
"892","Thalassiosira_sp._b","Thalassiosira_sp._b","DIATOMS"
"893","Thalassiosira_sp._grande","Thalassiosira_sp._grande","DIATOMS"
"894","Thalassiosira_sp._large","Thalassiosira_sp._large","DIATOMS"
"895","Thalassiosira_sp._porosira","Thalassiosira_sp._porosira","DIATOMS"
"896","Thalassiosira_sp._small","Thalassiosira_sp._small","DIATOMS"
"897","Thalassiosira_sp._small_3","Thalassiosira_sp._small_3","DIATOMS"
"898","Thalassiosira_sp._x","Thalassiosira_sp._x","DIATOMS"
"899","Thalassiosira_sp3_peque","Thalassiosira_sp3_peque","DIATOMS"
"900","Thalassiosira_sp3_small","Thalassiosira_sp3_small","DIATOMS"
"901","Thalassiosira_sp_3_small","Thalassiosira_sp_3_small","DIATOMS"
"902","Thalassiosira_subtilis","Thalassiosira_subtilis","DIATOMS"
"903","Thalassiosira_x","Thalassiosira_x","DIATOMS"
"904","Thalassiothrix_delicatula","Thalassiothrix_delicatula","DIATOMS"
"905","Thalassiotrhrix_frauenfe","Thalassiotrhrix_frauenfe","DIATOMS"
"906","Thalassiotrhrix_frauenfeldianu","Thalassiotrhrix_frauenfeldianu","DIATOMS"
"907","Thecate_dinoflagellate","Thecate_dinoflagellate","DINOFLAGELLATES"
"908","Thecate_dinoflagellate_in_chai","Thecate_dinoflagellate_in_chai","DINOFLAGELLATES"
"909","Thecate_dinoflagellate_in_chain","Thecate_dinoflagellate_in_chain","DINOFLAGELLATES"
"910","Thecate_dinoflagellate_in_chains","Thecate_dinoflagellate_in_chains","DINOFLAGELLATES"
"911","Thoracosphaera_heimii","Thoracosphaera_heimii","DINOFLAGELLATES"
"912","Thorocosphaera_sp.","Thorocosphaera_sp.","COCCOLITHOPHORIDS"
"913","Torodinium_sp","Torodinium_sp","DINOFLAGELLATES"
"914","Torodinium_sp.","Torodinium_sp.","DINOFLAGELLATES"
"915","Torodirium_sp","Torodirium_sp","DINOFLAGELLATES"
"916","Torodirium_sp.","Torodirium_sp.","DINOFLAGELLATES"
"917","Torodirnum_sp.","Torodirnum_sp.","DINOFLAGELLATES"
"918","Trichodesmium_thiebautii","Trichodesmium_thiebautii","CYANOBACTERIA"
"919","Tropidoneis_lepidoptera","Tropidoneis_lepidoptera","DIATOMS"
"920","Tselidionium_vaubanii","Tselidionium_vaubanii","DINOFLAGELLATES"
"921","Tseliodinium_vaubanii","Tseliodinium_vaubanii","DINOFLAGELLATES"
"922","Umbellosphaera_iiregularis","Umbellosphaera_iiregularis","COCCOLITHOPHORIDS"
"923","Umbellosphaera_iregularis","Umbellosphaera_iregularis","COCCOLITHOPHORIDS"
"924","Umbellosphaera_irregularis","Umbellosphaera_irregularis","COCCOLITHOPHORIDS"
"925","Umbellosphaera_sp.","Umbellosphaera_sp.","COCCOLITHOPHORIDS"
"926","Umbilicosphaera_siboga","Umbilicosphaera_siboga","COCCOLITHOPHORIDS"
"927","Umbilicosphaera_sibogae","Umbilicosphaera_sibogae","COCCOLITHOPHORIDS"
"928","Zigospahera_helenica","Zigospahera_helenica","COCCOLITHOPHORIDS"
"929","ceratium_macroceros","ceratium_macroceros","DINOFLAGELLATES"
"930","chaetoceros_diadema","chaetoceros_diadema","DIATOMS"
"931","chlorophyte","chlorophyte","OTHERS"
"932","clorofita","clorofita","OTHERS"
"933","clorophyte","clorophyte","OTHERS"
"934","coCcolithophorid","coCcolithophorid","COCCOLITHOPHORIDS"
"935","coccolithophorid","coccolithophorid","COCCOLITHOPHORIDS"
"936","cocolithoforido","cocolithoforido","COCCOLITHOPHORIDS"
"937","cocolithoforitdo","cocolithoforitdo","COCCOLITHOPHORIDS"
"938","cocolithophforid","cocolithophforid","COCCOLITHOPHORIDS"
"939","cocolithophorid","cocolithophorid","COCCOLITHOPHORIDS"
"940","cocolitophorid","cocolitophorid","COCCOLITHOPHORIDS"
"941","cocolittophorid","cocolittophorid","COCCOLITHOPHORIDS"
"942","diatomea_cent_pareada","diatomea_cent_pareada","DIATOMS"
"943","diatomea_pennada","diatomea_pennada","DIATOMS"
"944","diatomea_pennada_grand","diatomea_pennada_grand","DIATOMS"
"945","dinnoflagelado_desnudo","dinnoflagelado_desnudo","DINOFLAGELLATES"
"946","dinnoflagelado_desnudo_grande","dinnoflagelado_desnudo_grande","DINOFLAGELLATES"
"947","dinoflagelado_tecado","dinoflagelado_tecado","DINOFLAGELLATES"
"948","dinoflagelado_tecadocad","dinoflagelado_tecadocad","DINOFLAGELLATES"
"949","green_flagellate","green_flagellate","OTHERS"
"950","large_naked_dinoflagellate","large_naked_dinoflagellate","DINOFLAGELLATES"
"951","large_pennate_diato","large_pennate_diato","DIATOMS"
"952","mesoporus_perforatus","mesoporus_perforatus","DINOFLAGELLATES"
"953","micronavicula","micronavicula","DIATOMS"
"954","naked_dinoflagellate","naked_dinoflagellate","DINOFLAGELLATES"
"955","naked_dinoflagellate_(with_internal_star","naked_dinoflagellate_(with_internal_star","DINOFLAGELLATES"
"956","naked_dinoflagellate_in_chains","naked_dinoflagellate_in_chains","DINOFLAGELLATES"
"957","naked_dinoflagellate_with_interna_star","naked_dinoflagellate_with_interna_star","DINOFLAGELLATES"
"958","nanoflagelados","nanoflagelados","NANOFLAGELLATES"
"959","nanoflagellate","nanoflagellate","NANOFLAGELLATES"
"960","nanoflagellates","nanoflagellates","NANOFLAGELLATES"
"961","nanoflagelltes","nanoflagelltes","NANOFLAGELLATES"
"962","pennate_diato","pennate_diato","DIATOMS"
"963","prymnesiophyta","prymnesiophyta","OTHERS"
"964","prymnesiophyte","prymnesiophyte","OTHERS"
"965","thecate_dinoflagelalte_in_chains","thecate_dinoflagelalte_in_chains","DINOFLAGELLATES"
"966","thecate_dinoflagellate","thecate_dinoflagellate","DINOFLAGELLATES"
