,Cruise,Leg,Day,Month,Year,Date,Depth_target,Depth_real,O2_(ml/L),O2_(?mol/kg),NO3_UDO,PO4_UDO,Si(OH)4_UDO,NH4_USF,NO2_USF,NO3+NO2_USF,PO4_USF,Si(OH)4_USF,pH,Alkalinity_(mol/kg),Alkalinity_(?mol/kg),TCO2,fCO2,pH_corrected,TCO2_corrected,fCO2_corrected,Salinity_bottles,Salinity_CTD,Temperature,Sigma-t,TPP,PIP,POC_(?g/kg),PN_(?g/kg),POC_(?g/L),PN_(?g/L),C/N_particulate,DON,DOP,DOC,TOC,PrimaryProductivity,Chlorophyll,Phaeopigments,Total Prokaryotes ,Bact_Biomass_(mgC/m3),Bact_Biomass_(?MC),,
,,,,,,,target,real,,,UDO,UDO,UDO,USF,USF,USF,USF,USF,"at 25°C, no-corrected for impurities",,,,,"at 25°C, corrected for impurities",recalculated,recalculated,bottles,CTD,CTD,CTD,,,,,,,,USF,USF,,,,,,Decay Corrected,,,,
,nnn,n,dd,mm,yyyy,yyyy/mm/dd,m,m,ml/L,?mol/kg,?M,?M,?M,?M,?M,?M,?M,?M,,mol/kg,?mol/kg,?mol/kg,?atm,,?mol/kg,?atm,PSU,PSU,degC (°C),Kg/m3,nM,nM,?g/kg,?g/kg,?g/L,?g/L,mol/mol,?M,?M,?M,?M,mgC/m3/hr,mg/m3,mg/m3,(x10^8/L),mgC/m3,?MC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,004,1,13,02,1996,1996/02/13,500,497.0,-9999,-9999,0.66,3.15,73.43,-9999,-9999,-9999,-9999,-9999,7.632,0.002456,2456,2337,957,7.636,2335,945.90,36.271,-9999,-9999,-9999,-9999,-9999,30.36,6.03,5.87,29.62,5.88,-9999,-9999,63.60,-9999,-9999,-9999,-9999,0.73,3.50,0.29,,
77,004,1,13,02,1996,1996/02/13,750,745.0,-9999,-9999,0.65,3.35,81.87,-9999,-9999,-9999,-9999,-9999,7.518,0.002461,2461,-9999,1292,7.521,2384,1280.35,36.236,-9999,-9999,-9999,-9999,-9999,31.37,6.37,5.75,30.61,6.21,-9999,-9999,59.90,-9999,-9999,-9999,-9999,0.80,3.85,0.32,,
78,004,1,13,02,1996,1996/02/13,1000,988.0,-9999,-9999,0.66,3.43,89.46,-9999,-9999,-9999,-9999,-9999,7.588,-9999,-9999,-9999,-9999,7.591,-9999,-9999,36.226,-9999,-9999,-9999,-9999,-9999,27.84,5.49,5.92,27.16,5.36,-9999,-9999,59.60,-9999,-9999,-9999,-9999,0.54,2.59,0.22,,
79,004,1,13,02,1996,1996/02/13,1200,1190.0,-9999,-9999,0.60,3.57,88.62,-9999,-9999,-9999,-9999,-9999,7.592,0.002455,2455,2351,1061,7.596,2349,1050.29,36.221,-9999,-9999,-9999,-9999,-9999,24.54,5.29,5.41,23.95,5.16,-9999,-9999,56.40,-9999,-9999,-9999,-9999,0.41,1.98,0.16,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,005,1,13,03,1996,1996/03/13,1,1.5,5.60,244.01,0.44,0.03,2.62,-9999,-9999,-9999,-9999,-9999,-9999,0.002441,2441,-9999,-9999,-9999,-9999,-9999,36.868,36.871,22.869,25.3914,-9999,-9999,753.38,74.29,11.83,735.22,72.50,-9999,-9999,-9999,-9999,16.74,3.21,1.16,Samples collected on different date by Stony Brook University group.,,,,
82,005,1,13,03,1996,1996/03/13,7,7.0,5.48,238.64,0.48,0.02,2.86,-9999,-9999,-9999,-9999,-9999,-9999,0.002415,2415,-9999,-9999,-9999,-9999,-9999,36.876,36.861,22.626,25.4539,-9999,-9999,627.77,63.10,11.61,612.64,61.58,-9999,-9999,-9999,-9999,14.03,2.80,1.53,Data reported in the master file of those cruises (Master: Biochemistry & Microbiology),,,,
83,005,1,13,03,1996,1996/03/13,15,15.0,4.51,196.27,0.73,0.05,3.09,-9999,-9999,-9999,-9999,-9999,-9999,0.002438,2438,-9999,-9999,-9999,-9999,-9999,36.876,36.867,22.095,25.6101,-9999,-9999,451.73,78.16,6.74,440.84,76.28,-9999,-9999,-9999,-9999,1.15,2.73,1.38,,,,,
84,005,1,13,03,1996,1996/03/13,25,25.5,3.99,173.64,2.42,0.12,3.93,-9999,-9999,-9999,-9999,-9999,-9999,0.002417,2417,-9999,-9999,-9999,-9999,-9999,36.881,36.863,21.988,25.6377,-9999,-9999,362.82,67.63,6.26,354.07,66.00,-9999,-9999,-9999,-9999,0.01,0.52,0.37,,,,,
85,005,1,13,03,1996,1996/03/13,35,35.0,3.05,132.99,6.43,0.37,4.64,-9999,-9999,-9999,-9999,-9999,-9999,0.002398,2398,-9999,-9999,-9999,-9999,-9999,36.880,36.867,21.427,25.7980,-9999,-9999,65.15,13.17,5.77,63.58,12.85,-9999,-9999,-9999,-9999,0.00,0.12,0.17,,,,,
86,005,1,13,03,1996,1996/03/13,55,56.0,3.07,133.71,8.09,0.38,5.59,-9999,-9999,-9999,-9999,-9999,-9999,0.002395,2395,-9999,-9999,-9999,-9999,-9999,36.818,36.820,20.910,25.9044,-9999,-9999,25.10,5.44,5.38,24.49,5.31,-9999,-9999,-9999,-9999,0.00,0.06,0.10,,,,,
87,005,1,13,03,1996,1996/03/13,75,76.0,2.70,117.64,10.42,0.53,6.78,-9999,-9999,-9999,-9999,-9999,-9999,0.002398,2398,-9999,-9999,-9999,-9999,-9999,36.734,36.737,20.355,25.9921,-9999,-9999,25.60,5.04,5.92,24.98,4.92,-9999,-9999,-9999,-9999,0.04,0.05,0.08,,,,,
88,005,1,13,03,1996,1996/03/13,100,101.5,2.80,121.77,9.85,0.52,6.55,-9999,-9999,-9999,-9999,-9999,-9999,0.002400,2400,-9999,-9999,-9999,-9999,-9999,36.694,36.699,19.943,26.0737,-9999,-9999,22.03,4.58,5.62,21.50,4.46,-9999,-9999,-9999,-9999,0.00,0.06,0.08,,,,,
89,005,1,13,03,1996,1996/03/13,130,131.0,2.78,120.78,10.62,0.56,7.02,-9999,-9999,-9999,-9999,-9999,-9999,0.002417,2417,-9999,-9999,-9999,-9999,-9999,36.639,36.653,19.403,26.1802,-9999,-9999,31.24,6.97,5.23,30.49,6.80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
90,005,1,13,03,1996,1996/03/13,160,161.0,2.75,119.56,11.37,0.59,7.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.587,36.599,19.048,26.2317,-9999,-9999,34.90,5.71,7.14,34.06,5.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
91,005,1,13,03,1996,1996/03/13,200,201.5,0.45,19.62,9.64,1.41,24.99,-9999,-9999,-9999,-9999,-9999,-9999,0.002389,2389,-9999,-9999,-9999,-9999,-9999,36.453,36.490,18.155,26.3749,-9999,-9999,19.29,4.10,5.49,18.83,4.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
92,005,1,13,03,1996,1996/03/13,250,251.0,0.17,7.22,1.86,1.97,37.60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.395,36.388,17.868,26.3686,-9999,-9999,65.06,13.90,5.46,63.49,13.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
93,005,1,13,03,1996,1996/03/13,300,300.0,0.00,0.00,0.35,2.47,43.91,-9999,-9999,-9999,-9999,-9999,-9999,0.002423,2423,-9999,-9999,-9999,-9999,-9999,36.374,36.361,17.710,26.3866,-9999,-9999,26.25,5.44,5.63,25.62,5.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
94,005,1,13,03,1996,1996/03/13,350,351.5,0.00,0.00,0.31,2.54,46.77,-9999,-9999,-9999,-9999,-9999,-9999,0.002440,2440,-9999,-9999,-9999,-9999,-9999,36.359,36.337,17.587,26.3983,-9999,-9999,36.66,8.31,5.15,35.77,8.10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
95,005,1,13,03,1996,1996/03/13,400,401.0,0.00,0.00,0.30,2.73,58.55,-9999,-9999,-9999,-9999,-9999,-9999,0.002425,2425,-9999,-9999,-9999,-9999,-9999,36.326,36.315,17.484,26.4068,-9999,-9999,26.39,5.77,5.34,25.75,5.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
96,005,1,13,03,1996,1996/03/13,500,502.0,-9999,-9999,0.27,3.07,73.54,-9999,-9999,-9999,-9999,-9999,-9999,0.002441,2441,-9999,-9999,-9999,-9999,-9999,36.280,36.263,17.246,26.4251,-9999,-9999,22.06,4.84,5.32,21.52,4.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
97,005,1,13,03,1996,1996/03/13,750,752.0,-9999,-9999,0.27,3.34,81.63,-9999,-9999,-9999,-9999,-9999,-9999,0.002462,2462,-9999,-9999,-9999,-9999,-9999,36.233,36.219,17.090,26.4287,-9999,-9999,23.72,5.18,5.35,23.15,5.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
98,005,1,13,03,1996,1996/03/13,1000,1000.5,-9999,-9999,0.27,3.38,84.61,-9999,-9999,-9999,-9999,-9999,-9999,0.002460,2460,-9999,-9999,-9999,-9999,-9999,36.222,36.210,17.096,26.4205,-9999,-9999,29.39,5.11,6.72,28.68,4.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
99,005,1,13,03,1996,1996/03/13,1310,1308.0,-9999,-9999,0.27,3.46,96.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.221,36.205,17.138,26.4067,-9999,-9999,23.72,4.44,6.23,23.15,4.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,006,1,16,04,1996,1996/04/16,1,1.5,5.47,238.46,0.82,0.12,1.86,-9999,-9999,-9999,-9999,-9999,7.992,0.002425,2425,2132,442,7.999,2128,434,36.871,36.865,22.999,25.3495,-9999,-9999,368.70,40.20,10.70,359.81,39.23,-9999,-9999,95.30,-9999,4.28,2.60,0.89,-9999,-9999,-9999,,
102,006,1,16,04,1996,1996/04/16,7,7.0,5.45,237.42,0.96,0.05,2.05,-9999,-9999,-9999,-9999,-9999,8.014,0.002416,2416,2110,405,8.020,2107,398,36.865,36.856,22.496,25.4877,-9999,-9999,365.50,38.90,10.96,356.69,37.96,-9999,-9999,81.20,-9999,5.52,4.21,1.34,4.00,13.04,1.09,,
103,006,1,16,04,1996,1996/04/16,15,15.5,4.15,180.73,1.52,0.11,2.14,-9999,-9999,-9999,-9999,-9999,8.031,0.002417,2417,2101,382,8.038,2097,375,36.865,36.860,22.200,25.5761,-9999,-9999,359.40,59.90,7.00,350.74,58.46,-9999,-9999,132.30,-9999,3.68,8.02,4.18,2.36,7.72,0.64,,
104,006,1,16,04,1996,1996/04/16,25,26.0,3.83,166.69,1.83,0.22,2.23,-9999,-9999,-9999,-9999,-9999,7.966,0.002419,2419,2142,459,7.972,2138,451,-9999,36.865,22.200,25.5807,-9999,-9999,395.00,68.90,6.69,385.48,67.24,-9999,-9999,-9999,-9999,0.41,5.33,3.82,4.00,13.04,1.09,,
105,006,1,16,04,1996,1996/04/16,35,36.0,3.02,131.56,6.62,0.47,3.81,-9999,-9999,-9999,-9999,-9999,7.892,0.002414,2414,2178,547,7.897,2175,539,36.853,36.851,21.491,25.7702,-9999,-9999,148.55,24.00,7.22,144.97,23.42,-9999,-9999,89.20,-9999,0.09,3.14,2.10,2.55,8.30,0.69,,
106,006,1,16,04,1996,1996/04/16,55,56.5,3.34,145.57,8.92,0.44,4.46,-9999,-9999,-9999,-9999,-9999,7.885,0.002413,2413,2181,540,7.890,2178,532,36.799,36.790,20.719,25.9369,-9999,-9999,79.75,11.05,8.42,77.83,10.78,-9999,-9999,72.20,-9999,0.00,0.25,0.37,0.91,2.97,0.25,,
107,006,1,16,04,1996,1996/04/16,75,75.5,3.17,138.04,9.70,0.46,4.56,-9999,-9999,-9999,-9999,-9999,7.889,-9999,-9999,-9999,-9999,7.895,-9999,-9999,36.761,36.751,20.316,26.0176,-9999,-9999,34.35,4.70,8.53,33.52,4.59,-9999,-9999,83.50,-9999,0.00,0.07,0.18,0.53,1.72,0.14,,
108,006,1,16,04,1996,1996/04/16,100,101.0,3.17,138.04,11.03,0.46,4.93,-9999,-9999,-9999,-9999,-9999,7.897,0.002411,2411,2173,508,7.902,2170,500,36.758,36.717,20.028,26.0698,-9999,-9999,33.80,4.80,8.22,32.99,4.68,-9999,-9999,84.00,-9999,0.00,0.04,0.07,0.65,2.23,0.19,,
109,006,1,16,04,1996,1996/04/16,130,131.0,2.95,128.51,13.59,0.56,-9999,-9999,-9999,-9999,-9999,-9999,7.898,0.002400,2400,2162,500,7.904,2159,492,36.697,36.697,19.840,26.0990,-9999,-9999,44.30,6.35,8.14,43.23,6.20,-9999,-9999,86.40,-9999,-9999,-9999,-9999,0.65,2.23,0.19,,
110,006,1,16,04,1996,1996/04/16,160,161.0,2.51,109.45,13.92,0.72,8.37,-9999,-9999,-9999,-9999,-9999,7.858,-9999,-9999,-9999,-9999,7.864,-9999,-9999,36.623,36.623,19.300,26.1850,-9999,-9999,28.95,3.30,10.23,28.25,3.22,-9999,-9999,72.80,-9999,-9999,-9999,-9999,0.35,1.19,0.10,,
111,006,1,16,04,1996,1996/04/16,200,201.5,0.70,30.25,9.79,1.16,13.72,-9999,-9999,-9999,-9999,-9999,7.738,0.002382,2382,2223,720,7.744,2221,709,36.473,36.490,18.370,26.3200,-9999,-9999,12.50,2.00,7.29,12.20,1.95,-9999,-9999,65.40,-9999,-9999,-9999,-9999,0.46,1.57,0.13,,
112,006,1,16,04,1996,1996/04/16,250,251.0,0.19,8.20,1.68,1.52,34.41,-9999,-9999,-9999,-9999,-9999,7.711,0.002395,2395,2247,766,7.716,2244,755,36.402,36.411,17.940,26.3700,-9999,-9999,22.55,3.30,7.97,22.01,3.22,-9999,-9999,62.10,-9999,-9999,-9999,-9999,1.27,4.54,0.38,,
113,006,1,16,04,1996,1996/04/16,300,300.0,0.07,3.19,0.84,2.58,42.41,-9999,-9999,-9999,-9999,-9999,7.678,0.002409,2409,2273,833,7.683,2271,822,36.372,36.369,17.720,26.3900,-9999,-9999,31.40,5.40,6.78,30.64,5.27,-9999,-9999,106.60,-9999,-9999,-9999,-9999,1.18,4.20,0.35,,
114,006,1,16,04,1996,1996/04/16,350,352.0,0.00,0.00,0.84,2.75,50.22,-9999,-9999,-9999,-9999,-9999,7.667,-9999,-9999,-9999,-9999,7.672,-9999,-9999,36.346,-9999,-9999,-9999,-9999,-9999,33.20,6.25,6.20,32.40,6.10,-9999,-9999,76.80,-9999,-9999,-9999,-9999,1.03,3.66,0.30,,
115,006,1,16,04,1996,1996/04/16,400,401.0,0.00,0.00,0.85,2.88,55.80,-9999,-9999,-9999,-9999,-9999,7.600,0.002409,2409,2292,1020,7.604,2302,1011,36.323,-9999,-9999,-9999,-9999,-9999,19.55,2.95,7.73,19.08,2.88,-9999,-9999,116.80,-9999,-9999,-9999,-9999,0.61,2.18,0.18,,
116,006,1,16,04,1996,1996/04/16,500,500.0,-9999,-9999,0.86,3.20,69.21,-9999,-9999,-9999,-9999,-9999,7.636,0.002443,2443,2323,942,7.641,2321,930,36.280,-9999,-9999,-9999,-9999,-9999,26.65,3.95,7.87,26.01,3.85,-9999,-9999,68.20,-9999,-9999,-9999,-9999,0.60,2.88,0.24,,
117,006,1,16,04,1996,1996/04/16,750,750.5,-9999,-9999,0.86,3.47,82.22,-9999,-9999,-9999,-9999,-9999,7.614,0.002459,2459,2346,1003,7.618,2345,993,36.238,-9999,-9999,-9999,-9999,-9999,24.45,5.00,5.71,23.86,4.88,-9999,-9999,66.50,-9999,-9999,-9999,-9999,0.44,2.11,0.18,,
118,006,1,16,04,1996,1996/04/16,1000,1001.0,-9999,-9999,0.86,3.55,84.84,-9999,-9999,-9999,-9999,-9999,7.617,0.002451,2451,2338,994,7.621,2336,984,36.237,-9999,-9999,-9999,-9999,-9999,23.15,3.40,7.94,22.59,3.32,-9999,-9999,80.10,-9999,-9999,-9999,-9999,0.61,2.94,0.25,,
119,006,1,16,04,1996,1996/04/16,1310,1310.0,-9999,-9999,0.86,3.69,91.14,-9999,-9999,-9999,-9999,-9999,7.584,0.002470,2470,2369,1091,7.589,2367,1077,36.226,-9999,-9999,-9999,-9999,-9999,26.10,4.05,7.52,25.47,3.95,-9999,-9999,59.30,-9999,-9999,-9999,-9999,0.20,0.97,0.08,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,007,2,09,05,1996,1996/05/09,1,2.0,4.97,216.31,0.51,0.05,1.68,-9999,-9999,-9999,-9999,-9999,8.048,0.002426,2426,2099,380,8.055,2095,373,36.822,36.821,23.189,25.2600,-9999,-9999,515.40,58.20,10.33,502.98,56.80,-9999,-9999,-9999,-9999,65.45,6.44,1.07,16.58,54.09,4.51,,
122,007,2,09,05,1996,1996/05/09,7,8.0,4.72,205.49,0.52,0.04,1.88,-9999,-9999,-9999,-9999,-9999,8.051,0.002426,2426,2096,371,8.058,2092,364,36.826,36.832,22.842,25.3694,-9999,-9999,423.10,53.10,9.30,412.90,51.82,-9999,-9999,-9999,-9999,42.43,5.80,2.68,15.74,51.37,4.28,,
123,007,2,09,05,1996,1996/05/09,15,15.5,2.61,113.45,8.76,0.44,5.11,-9999,-9999,-9999,-9999,-9999,7.924,0.002410,2410,2157,493,7.930,2154,485,36.824,36.832,21.176,25.8407,-9999,-9999,48.90,7.90,7.22,47.72,7.71,-9999,-9999,-9999,-9999,2.51,1.94,1.09,3.97,12.96,1.08,,
124,007,2,09,05,1996,1996/05/09,25,26.0,2.62,114.19,9.90,0.47,4.95,-9999,-9999,-9999,-9999,-9999,7.914,0.002417,2417,2169,505,7.920,2166,498,36.827,36.797,21.047,25.8500,-9999,-9999,46.25,8.90,6.06,45.14,8.69,-9999,-9999,-9999,-9999,0.00,0.13,0.21,3.03,9.90,0.82,,
125,007,2,09,05,1996,1996/05/09,35,36.0,2.77,120.55,9.81,0.44,5.23,-9999,-9999,-9999,-9999,-9999,7.924,0.002418,2418,2164,489,7.930,2161,481,36.789,36.823,20.907,25.9081,-9999,-9999,45.80,8.70,6.14,44.70,8.49,-9999,-9999,-9999,-9999,0.00,0.10,0.13,2.86,9.32,0.78,,
126,007,2,09,05,1996,1996/05/09,55,55.0,2.80,121.90,9.99,0.47,5.28,-9999,-9999,-9999,-9999,-9999,7.920,0.002426,2426,2174,495,7.926,2171,487,36.805,36.746,20.824,25.8719,-9999,-9999,30.50,4.80,7.41,29.76,4.68,-9999,-9999,-9999,-9999,0.07,0.12,0.17,3.32,10.82,0.90,,
127,007,2,09,05,1996,1996/05/09,75,75.5,2.92,126.92,9.95,0.44,5.04,-9999,-9999,-9999,-9999,-9999,8.059,0.002407,2407,2074,326,8.068,2069,318,36.761,36.724,20.390,25.9731,-9999,-9999,27.15,3.70,8.56,26.50,3.61,-9999,-9999,-9999,-9999,0.00,0.07,0.10,2.28,7.45,0.62,,
128,007,2,09,05,1996,1996/05/09,100,101.0,2.94,128.14,10.01,0.46,5.35,-9999,-9999,-9999,-9999,-9999,7.928,0.002411,2411,2156,465,7.934,2153,457,36.721,36.682,19.955,26.0572,-9999,-9999,29.35,3.95,8.67,28.64,3.85,-9999,-9999,-9999,-9999,0.02,0.05,0.09,2.07,7.14,0.60,,
129,007,2,09,05,1996,1996/05/09,130,133.0,2.48,108.02,11.28,0.66,7.86,-9999,-9999,-9999,-9999,-9999,7.900,0.002406,2406,2167,491,7.906,2164,483,36.643,36.655,19.447,26.1708,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.44,4.95,0.41,,
130,007,2,09,05,1996,1996/05/09,160,159.0,2.22,96.50,11.68,0.77,10.17,-9999,-9999,-9999,-9999,-9999,7.856,0.002397,2397,2182,543,7.861,2179,535,36.636,36.597,19.072,26.2236,-9999,-9999,24.00,2.95,9.49,23.42,2.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.33,4.59,0.38,,
131,007,2,09,05,1996,1996/05/09,200,204.0,0.67,29.09,11.22,1.41,24.04,-9999,-9999,-9999,-9999,-9999,7.703,0.002411,2411,2266,798,7.708,2264,788,36.468,36.501,18.276,26.3528,-9999,-9999,17.85,2.65,7.86,17.42,2.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.54,15.61,1.30,,
132,007,2,09,05,1996,1996/05/09,250,253.5,0.10,4.34,1.07,1.89,39.57,-9999,-9999,-9999,-9999,-9999,7.613,0.002416,2416,2307,997,7.617,2305,986,36.408,36.396,17.905,26.3652,-9999,-9999,41.80,7.55,6.46,40.79,7.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.67,9.51,0.79,,
133,007,2,09,05,1996,1996/05/09,300,302.0,0.09,4.10,0.59,2.40,45.34,-9999,-9999,-9999,-9999,-9999,7.657,0.002421,2421,2293,885,7.662,2291,874,-9999,36.370,17.760,26.3812,-9999,-9999,28.80,3.70,9.08,28.11,3.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.74,6.21,0.52,,
134,007,2,09,05,1996,1996/05/09,350,351.0,0.00,0.00,0.54,2.65,50.53,-9999,-9999,-9999,-9999,-9999,7.611,0.002430,2430,2321,998,7.615,2319,987,-9999,36.342,17.612,26.3967,-9999,-9999,36.65,5.85,7.31,35.77,5.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62,5.76,0.48,,
135,007,2,09,05,1996,1996/05/09,400,404.0,0.00,0.00,0.53,2.86,59.17,-9999,-9999,-9999,-9999,-9999,7.623,0.002428,2428,2314,959,7.627,2312,948,36.323,36.310,17.456,26.4098,-9999,-9999,32.40,5.10,7.41,31.62,4.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.90,10.33,0.86,,
136,007,2,09,05,1996,1996/05/09,500,504.0,-9999,-9999,0.52,3.20,72.98,-9999,-9999,-9999,-9999,-9999,7.635,0.002450,2450,2330,931,7.639,2328,919,36.278,36.264,17.249,26.4248,-9999,-9999,36.15,5.00,8.44,35.28,4.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62,7.77,0.65,,
137,007,2,09,05,1996,1996/05/09,750,751.0,-9999,-9999,0.54,3.36,84.34,-9999,-9999,-9999,-9999,-9999,7.568,0.002459,2459,2365,1106,7.572,2363,1096,36.240,36.223,17.103,26.4285,-9999,-9999,27.05,3.60,8.77,26.40,3.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
138,007,2,09,05,1996,1996/05/09,1000,999.0,-9999,-9999,0.54,3.47,88.87,-9999,-9999,-9999,-9999,-9999,-9999,0.002456,2456,2353,1044,-9999,-9999,-9999,36.231,36.212,17.110,26.4184,-9999,-9999,22.80,2.75,9.67,22.25,2.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
139,007,2,09,05,1996,1996/05/09,1310,1310.0,-9999,-9999,0.54,3.59,91.29,-9999,-9999,-9999,-9999,-9999,7.582,0.002472,2472,2372,1074,7.586,2370,1062,36.227,36.208,17.142,26.4079,-9999,-9999,21.00,2.15,11.40,20.49,2.10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62,7.77,0.65,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,008,1,12,06,1996,1996/06/12,1,1.0,4.83,210.61,0.54,0.03,2.39,-9999,-9999,-9999,-9999,-9999,8.117,0.002427,2427,2053,340,8.125,2048,333,36.919,-9999,25.430,24.6600,-9999,-9999,342.00,41.00,9.73,333.76,40.01,-9999,-9999,92.60,-9999,3.47,0.30,0.11,-9999,-9999,-9999,,
142,008,1,12,06,1996,1996/06/12,7,8.0,4.89,212.99,0.88,0.05,1.69,-9999,-9999,-9999,-9999,-9999,8.116,0.002440,2440,2065,334,8.123,2060,327,36.916,-9999,24.740,24.8700,-9999,-9999,542.20,60.80,10.40,529.13,59.33,-9999,-9999,83.00,-9999,3.77,0.35,0.29,6.96,22.69,1.89,,
143,008,1,12,06,1996,1996/06/12,15,16.5,4.70,204.98,0.89,0.08,2.28,-9999,-9999,-9999,-9999,-9999,8.089,0.002433,2433,2078,354,8.097,2073,346,36.922,-9999,24.260,25.0200,-9999,-9999,154.25,25.95,6.93,150.53,25.32,-9999,-9999,80.40,-9999,3.81,1.05,0.47,-9999,-9999,-9999,,
144,008,1,12,06,1996,1996/06/12,25,27.0,4.11,178.83,0.89,0.11,3.22,-9999,-9999,-9999,-9999,-9999,8.060,0.002438,2438,2100,365,8.067,2096,358,36.949,-9999,22.930,25.4300,-9999,-9999,139.00,25.30,6.41,135.65,24.69,-9999,-9999,79.80,-9999,1.20,0.48,0.33,10.10,32.96,2.75,,
145,008,1,12,06,1996,1996/06/12,35,36.0,3.41,148.62,5.20,0.18,2.81,-9999,-9999,-9999,-9999,-9999,8.004,0.002424,2424,2123,415,8.011,2119,407,36.933,-9999,22.310,25.6000,-9999,-9999,176.50,39.85,5.17,172.25,38.89,-9999,-9999,87.00,-9999,0.71,0.56,0.66,-9999,-9999,-9999,,
146,008,1,12,06,1996,1996/06/12,55,56.5,3.12,135.80,11.19,0.43,4.38,-9999,-9999,-9999,-9999,-9999,7.956,0.002417,2417,2146,457,7.962,2142,450,36.869,-9999,21.440,25.8000,-9999,-9999,34.65,5.55,7.28,33.81,5.42,-9999,-9999,91.30,-9999,0.09,0.04,0.06,2.80,9.13,0.76,,
147,008,1,12,06,1996,1996/06/12,75,76.5,3.19,138.93,12.16,0.46,4.56,-9999,-9999,-9999,-9999,-9999,7.975,0.002418,2418,2135,429,7.981,2132,421,36.843,-9999,21.120,25.8660,-9999,-9999,33.95,6.50,6.09,33.13,6.34,-9999,-9999,74.70,-9999,0.01,0.07,0.10,2.75,8.96,0.75,,
148,008,1,12,06,1996,1996/06/12,100,102.0,3.12,136.03,14.68,0.37,4.97,-9999,-9999,-9999,-9999,-9999,7.973,0.002417,2417,2135,424,7.979,2132,417,36.814,-9999,20.770,25.9400,-9999,-9999,39.00,6.40,7.11,38.06,6.25,-9999,-9999,66.00,-9999,0.19,0.02,0.07,2.40,7.83,0.65,,
149,008,1,12,06,1996,1996/06/12,130,132.0,2.74,119.11,17.20,0.60,6.78,-9999,-9999,-9999,-9999,-9999,7.916,0.002408,2408,2160,472,7.923,2157,464,36.657,36.666,19.560,26.1500,-9999,-9999,37.70,5.75,7.65,36.79,5.61,-9999,-9999,56.50,-9999,-9999,-9999,-9999,1.77,6.08,0.51,,
150,008,1,12,06,1996,1996/06/12,160,161.5,1.58,68.68,11.53,0.86,14.49,-9999,-9999,-9999,-9999,-9999,7.815,0.002394,2394,2199,604,7.820,2197,596,36.526,36.598,18.970,26.2500,-9999,-9999,21.50,3.80,6.60,20.98,3.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.95,6.71,0.56,,
151,008,1,12,06,1996,1996/06/12,200,203.5,0.50,21.64,1.84,1.50,24.49,-9999,-9999,-9999,-9999,-9999,7.699,0.002414,2414,2270,808,7.704,2268,798,36.443,36.479,18.320,26.3300,-9999,-9999,17.35,2.85,7.10,16.93,2.78,-9999,-9999,83.10,-9999,-9999,-9999,-9999,2.16,7.42,0.62,,
